player,nationality,position,age,club,league,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received
Matheus Nunes,POR,MF,24,Manchester City,Premier League,7.3,529.0,13.0,59.0,234.0,243.0,36.0,529.0,23.0,9.0,39.1,13.0,56.5,347.0,2001.0,964.0,28.0,22.0,10.0,19.0,12.0,438.0,58.0
Stefan Ortega,GER,GK,30,Manchester City,Premier League,7.1,282.0,213.0,279.0,3.0,0.0,0.0,282.0,0.0,0.0,0.0,0.0,0.0,193.0,847.0,480.0,0.0,0.0,0.0,0.0,0.0,187.0,0.0
Oscar Bobb,NOR,"FW,MF",20,Manchester City,Premier League,3.4,219.0,4.0,13.0,36.0,173.0,27.0,219.0,18.0,11.0,61.1,6.0,33.3,139.0,671.0,395.0,13.0,5.0,5.0,6.0,6.0,159.0,38.0
Kalvin Phillips,ENG,MF,27,Manchester City,Premier League,1.0,87.0,3.0,14.0,52.0,23.0,1.0,87.0,3.0,1.0,33.3,2.0,66.7,51.0,402.0,221.0,7.0,5.0,1.0,4.0,2.0,57.0,3.0
Sergio Gómez,ESP,"FW,MF",22,Manchester City,Premier League,0.6,59.0,0.0,10.0,19.0,30.0,3.0,59.0,2.0,2.0,100.0,0.0,0.0,38.0,231.0,112.0,4.0,0.0,1.0,0.0,0.0,48.0,4.0
Aymeric Laporte,ESP,DF,29,Manchester City,Premier League,0.1,14.0,2.0,7.0,6.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,10.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
Cole Palmer,ENG,MF,21,Manchester City,Premier League,0.1,6.0,0.0,0.0,4.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,35.0,4.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0
James Mcatee,ENG,MF,20,Manchester City,Premier League,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
William Saliba,FRA,DF,22,Arsenal,Premier League,38.0,3093.0,223.0,1239.0,1720.0,142.0,15.0,3093.0,15.0,10.0,66.7,4.0,26.7,1992.0,9002.0,5201.0,16.0,22.0,1.0,22.0,13.0,2297.0,6.0
Declan Rice,ENG,MF,24,Arsenal,Premier League,35.8,2650.0,100.0,581.0,1398.0,696.0,67.0,2650.0,46.0,21.0,45.7,20.0,43.5,1675.0,10194.0,5139.0,75.0,70.0,16.0,31.0,22.0,1928.0,64.0
Martin Ødegaard,NOR,MF,24,Arsenal,Premier League,34.3,2326.0,24.0,244.0,926.0,1173.0,165.0,2324.0,81.0,37.0,45.7,38.0,46.9,1563.0,8190.0,3514.0,91.0,83.0,37.0,53.0,58.0,1827.0,202.0
Ben White,ENG,DF,25,Arsenal,Premier League,33.2,2456.0,120.0,633.0,1165.0,676.0,64.0,2456.0,22.0,9.0,40.9,12.0,54.5,1321.0,4867.0,2672.0,44.0,34.0,9.0,26.0,9.0,1675.0,162.0
Bukayo Saka,ENG,FW,21,Arsenal,Premier League,32.4,1952.0,37.0,182.0,474.0,1310.0,271.0,1946.0,122.0,49.0,40.2,54.0,44.3,1223.0,7180.0,3728.0,155.0,68.0,72.0,56.0,53.0,1393.0,508.0
Gabriel Magalhães,BRA,DF,25,Arsenal,Premier League,33.8,2447.0,321.0,1049.0,1176.0,234.0,42.0,2447.0,5.0,2.0,40.0,2.0,40.0,1447.0,6001.0,3455.0,13.0,37.0,1.0,12.0,3.0,1702.0,8.0
David Raya,ESP,GK,27,Arsenal,Premier League,32.0,1099.0,764.0,1060.0,39.0,0.0,0.0,1099.0,0.0,0.0,0.0,0.0,0.0,728.0,3442.0,1992.0,0.0,0.0,0.0,1.0,0.0,637.0,0.0
Kai Havertz,GER,"MF,FW",24,Arsenal,Premier League,29.3,1282.0,29.0,143.0,541.0,611.0,184.0,1281.0,42.0,16.0,38.1,19.0,45.2,686.0,3077.0,1532.0,55.0,36.0,23.0,54.0,35.0,918.0,191.0
Gabriel Martinelli,BRA,FW,22,Arsenal,Premier League,22.4,1241.0,12.0,96.0,315.0,844.0,196.0,1241.0,114.0,40.0,35.1,61.0,53.5,856.0,5863.0,2981.0,127.0,49.0,82.0,54.0,41.0,956.0,345.0
Oleksandr Zinchenko,UKR,DF,26,Arsenal,Premier League,19.1,1729.0,46.0,335.0,885.0,519.0,28.0,1729.0,14.0,7.0,50.0,5.0,35.7,1013.0,4792.0,2334.0,40.0,28.0,7.0,10.0,15.0,1178.0,58.0
Leandro Trossard,BEL,"FW,MF",28,Arsenal,Premier League,18.3,912.0,15.0,105.0,318.0,502.0,121.0,912.0,47.0,25.0,53.2,16.0,34.0,591.0,3651.0,1732.0,66.0,43.0,27.0,47.0,39.0,650.0,155.0
Gabriel Jesus,BRA,FW,26,Arsenal,Premier League,16.4,782.0,16.0,75.0,247.0,472.0,139.0,782.0,75.0,35.0,46.7,30.0,40.0,489.0,2654.0,1146.0,38.0,21.0,25.0,61.0,38.0,567.0,155.0
Jakub Kiwior,POL,DF,23,Arsenal,Premier League,10.5,716.0,25.0,189.0,367.0,167.0,15.0,716.0,3.0,2.0,66.7,1.0,33.3,362.0,1264.0,681.0,4.0,8.0,1.0,8.0,2.0,462.0,16.0
Takehiro Tomiyasu,JPN,DF,24,Arsenal,Premier League,12.8,824.0,37.0,192.0,389.0,248.0,31.0,824.0,12.0,4.0,33.3,7.0,58.3,469.0,2158.0,1064.0,17.0,14.0,3.0,13.0,3.0,520.0,37.0
Eddie Nketiah,ENG,FW,24,Arsenal,Premier League,12.0,371.0,5.0,18.0,148.0,207.0,75.0,371.0,30.0,8.0,26.7,15.0,50.0,236.0,1195.0,497.0,22.0,12.0,11.0,38.0,18.0,275.0,77.0
Jorginho,ITA,MF,31,Arsenal,Premier League,10.2,871.0,25.0,154.0,479.0,239.0,5.0,871.0,5.0,2.0,40.0,3.0,60.0,521.0,1941.0,945.0,8.0,11.0,0.0,5.0,4.0,671.0,8.0
Thomas Partey,GHA,"MF,DF",30,Arsenal,Premier League,8.8,707.0,23.0,138.0,423.0,154.0,6.0,707.0,13.0,9.0,69.2,2.0,15.4,453.0,2227.0,1129.0,15.0,18.0,1.0,8.0,8.0,528.0,10.0
Aaron Ramsdale,ENG,GK,25,Arsenal,Premier League,6.0,197.0,140.0,186.0,11.0,0.0,0.0,197.0,0.0,0.0,0.0,0.0,0.0,137.0,697.0,399.0,0.0,0.0,0.0,1.0,0.0,104.0,0.0
Emile Smith Rowe,ENG,MF,23,Arsenal,Premier League,3.9,253.0,1.0,21.0,106.0,127.0,19.0,253.0,7.0,3.0,42.9,3.0,42.9,154.0,827.0,472.0,11.0,8.0,1.0,6.0,4.0,189.0,18.0
Fabio Vieira,POR,"MF,FW",23,Arsenal,Premier League,3.3,184.0,2.0,14.0,76.0,97.0,20.0,183.0,9.0,2.0,22.2,6.0,66.7,111.0,561.0,298.0,12.0,3.0,6.0,7.0,5.0,141.0,30.0
Reiss Nelson,ENG,FW,23,Arsenal,Premier League,3.0,188.0,8.0,30.0,67.0,96.0,13.0,188.0,7.0,1.0,14.3,6.0,85.7,129.0,729.0,281.0,9.0,5.0,4.0,11.0,4.0,128.0,26.0
Jurriën Timber,NED,DF,22,Arsenal,Premier League,0.8,79.0,0.0,11.0,51.0,17.0,1.0,79.0,1.0,1.0,100.0,0.0,0.0,61.0,249.0,121.0,0.0,3.0,0.0,0.0,1.0,61.0,5.0
Cédric Soares,POR,DF,31,Arsenal,Premier League,0.7,69.0,0.0,10.0,47.0,12.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,37.0,139.0,69.0,0.0,0.0,0.0,0.0,0.0,56.0,6.0
Mohamed Elneny,EGY,MF,31,Arsenal,Premier League,0.3,45.0,1.0,9.0,30.0,6.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,27.0,148.0,62.0,1.0,0.0,0.0,1.0,0.0,37.0,0.0
Ethan Nwaneri,ENG,FW,16,Arsenal,Premier League,0.2,20.0,0.0,0.0,9.0,11.0,2.0,20.0,1.0,0.0,0.0,0.0,0.0,16.0,123.0,66.0,2.0,2.0,0.0,0.0,0.0,17.0,1.0
Virgil van Dijk,NED,DF,32,Liverpool,Premier League,35.3,3235.0,384.0,1339.0,1757.0,146.0,78.0,3235.0,5.0,2.0,40.0,2.0,40.0,1981.0,9779.0,5235.0,32.0,19.0,0.0,7.0,4.0,2263.0,7.0
Luis Díaz,COL,FW,26,Liverpool,Premier League,29.2,1453.0,10.0,94.0,529.0,858.0,219.0,1453.0,140.0,67.0,47.9,57.0,40.7,1017.0,7500.0,3690.0,137.0,77.0,70.0,69.0,72.0,1128.0,302.0
Alexis Mac Allister,ARG,MF,24,Liverpool,Premier League,28.9,2313.0,73.0,392.0,1382.0,560.0,32.0,2312.0,34.0,18.0,52.9,12.0,35.3,1346.0,5738.0,3006.0,44.0,45.0,4.0,30.0,35.0,1626.0,48.0
Mohamed Salah,EGY,FW,31,Liverpool,Premier League,28.2,1359.0,4.0,47.0,460.0,866.0,241.0,1352.0,77.0,27.0,35.1,49.0,63.6,977.0,5309.0,2614.0,98.0,54.0,66.0,77.0,59.0,1116.0,341.0
Alisson,BRA,GK,30,Liverpool,Premier League,28.0,1196.0,754.0,1145.0,52.0,0.0,0.0,1196.0,0.0,0.0,0.0,0.0,0.0,850.0,3713.0,2361.0,0.0,0.0,0.0,4.0,0.0,764.0,0.0
Trent Alexander-Arnold,ENG,DF,24,Liverpool,Premier League,23.9,2296.0,75.0,523.0,1217.0,582.0,34.0,2296.0,52.0,28.0,53.8,21.0,40.4,1250.0,5701.0,2724.0,45.0,48.0,7.0,27.0,6.0,1492.0,97.0
Dominik Szoboszlai,HUN,MF,22,Liverpool,Premier League,23.4,1802.0,36.0,239.0,868.0,718.0,71.0,1802.0,56.0,24.0,42.9,27.0,48.2,1043.0,5475.0,2880.0,75.0,67.0,22.0,27.0,27.0,1238.0,160.0
Darwin Núñez,URU,FW,24,Liverpool,Premier League,22.7,777.0,13.0,41.0,224.0,526.0,192.0,776.0,44.0,15.0,34.1,20.0,45.5,468.0,2694.0,1279.0,58.0,35.0,36.0,53.0,29.0,575.0,206.0
Wataru Endo,JPN,MF,30,Liverpool,Premier League,19.1,1514.0,48.0,295.0,1002.0,224.0,9.0,1514.0,16.0,10.0,62.5,5.0,31.3,890.0,3465.0,1523.0,10.0,21.0,2.0,27.0,22.0,1098.0,21.0
Andrew Robertson,SCO,DF,29,Liverpool,Premier League,18.8,1713.0,67.0,387.0,789.0,548.0,55.0,1713.0,17.0,5.0,29.4,12.0,70.6,979.0,4623.0,2638.0,63.0,40.0,6.0,18.0,6.0,1160.0,130.0
Joe Gomez,ENG,DF,26,Liverpool,Premier League,19.8,1564.0,85.0,371.0,832.0,375.0,28.0,1564.0,32.0,15.0,46.9,12.0,37.5,891.0,4686.0,2313.0,44.0,34.0,3.0,25.0,11.0,979.0,105.0
Cody Gakpo,NED,"FW,MF",24,Liverpool,Premier League,18.3,809.0,15.0,77.0,335.0,412.0,107.0,809.0,54.0,31.0,57.4,17.0,31.5,549.0,3003.0,1472.0,43.0,31.0,13.0,44.0,32.0,618.0,130.0
Ibrahima Konaté,FRA,DF,24,Liverpool,Premier League,17.5,1622.0,86.0,533.0,1018.0,80.0,16.0,1622.0,10.0,6.0,60.0,1.0,10.0,1081.0,5747.0,3590.0,24.0,17.0,0.0,8.0,5.0,1162.0,3.0
Curtis Jones,ENG,MF,22,Liverpool,Premier League,13.0,915.0,24.0,127.0,509.0,287.0,38.0,915.0,29.0,15.0,51.7,10.0,34.5,624.0,3297.0,1425.0,31.0,25.0,7.0,15.0,33.0,709.0,88.0
Diogo Jota,POR,FW,26,Liverpool,Premier League,12.7,594.0,8.0,53.0,240.0,311.0,107.0,594.0,41.0,15.0,36.6,21.0,51.2,350.0,2104.0,1239.0,54.0,29.0,23.0,42.0,18.0,427.0,111.0
Jarell Quansah,ENG,DF,20,Liverpool,Premier League,13.2,1284.0,92.0,521.0,724.0,46.0,8.0,1284.0,7.0,4.0,57.1,3.0,42.9,894.0,4943.0,2497.0,13.0,10.0,0.0,3.0,2.0,952.0,1.0
Ryan Gravenberch,NED,MF,21,Liverpool,Premier League,12.5,696.0,17.0,84.0,347.0,272.0,42.0,696.0,50.0,23.0,46.0,22.0,44.0,432.0,2458.0,1369.0,39.0,28.0,10.0,46.0,13.0,472.0,71.0
Harvey Elliott,ENG,"MF,FW",20,Liverpool,Premier League,15.0,1141.0,8.0,91.0,546.0,512.0,71.0,1141.0,20.0,9.0,45.0,10.0,50.0,722.0,3946.0,1753.0,44.0,50.0,9.0,15.0,9.0,860.0,122.0
Caoimhín Kelleher,IRL,GK,24,Liverpool,Premier League,10.0,457.0,269.0,446.0,11.0,0.0,0.0,457.0,0.0,0.0,0.0,0.0,0.0,367.0,1742.0,1077.0,0.0,0.0,0.0,0.0,0.0,330.0,0.0
Conor Bradley,NIR,DF,20,Liverpool,Premier League,8.4,661.0,14.0,140.0,289.0,243.0,38.0,661.0,30.0,13.0,43.3,14.0,46.7,373.0,2144.0,1085.0,35.0,29.0,12.0,17.0,10.0,388.0,64.0
Joël Matip,CMR,DF,31,Liverpool,Premier League,8.7,665.0,90.0,303.0,327.0,37.0,12.0,665.0,2.0,0.0,0.0,2.0,100.0,421.0,2195.0,1406.0,8.0,13.0,0.0,3.0,4.0,451.0,1.0
Kostas Tsimikas,GRE,DF,27,Liverpool,Premier League,7.5,573.0,17.0,119.0,235.0,225.0,17.0,573.0,15.0,4.0,26.7,10.0,66.7,310.0,1689.0,861.0,24.0,20.0,3.0,9.0,4.0,338.0,73.0
Bobby Clark,ENG,MF,18,Liverpool,Premier League,1.0,70.0,4.0,11.0,34.0,26.0,6.0,70.0,4.0,0.0,0.0,3.0,75.0,45.0,286.0,149.0,3.0,0.0,2.0,3.0,6.0,48.0,7.0
Stefan Bajcetic,ESP,MF,18,Liverpool,Premier League,0.3,12.0,0.0,4.0,8.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,9.0,46.0,24.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
Ben Doak,SCO,FW,17,Liverpool,Premier League,0.2,6.0,0.0,0.0,2.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0
Jayden Danns,ENG,FW,17,Liverpool,Premier League,0.1,7.0,0.0,0.0,3.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,5.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0
Owen Beck,WAL,DF,20,Liverpool,Premier League,0.1,8.0,0.0,3.0,4.0,2.0,0.0,8.0,1.0,0.0,0.0,1.0,100.0,4.0,43.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0
Thiago Alcántara,ESP,MF,32,Liverpool,Premier League,0.1,10.0,0.0,4.0,5.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,9.0,33.0,15.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
James McConnell,ENG,MF,18,Liverpool,Premier League,0.0,10.0,0.0,1.0,7.0,2.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,5.0,47.0,11.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0
Kaide Gordon,ENG,FW,18,Liverpool,Premier League,0.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Ollie Watkins,ENG,FW,27,Aston Villa,Premier League,35.7,958.0,28.0,56.0,369.0,542.0,215.0,958.0,63.0,26.0,41.3,31.0,49.2,581.0,3085.0,1465.0,62.0,37.0,41.0,78.0,57.0,761.0,214.0
Ezri Konsa,ENG,DF,25,Aston Villa,Premier League,34.1,2359.0,239.0,971.0,1146.0,258.0,36.0,2359.0,34.0,19.0,55.9,6.0,17.6,1535.0,6930.0,3700.0,37.0,20.0,3.0,26.0,17.0,1669.0,33.0
John McGinn,SCO,"MF,FW",28,Aston Villa,Premier League,33.3,1546.0,44.0,257.0,810.0,499.0,58.0,1546.0,96.0,54.0,56.3,27.0,28.1,994.0,5181.0,2385.0,59.0,45.0,10.0,55.0,61.0,1096.0,84.0
Douglas Luiz,BRA,MF,25,Aston Villa,Premier League,33.3,2351.0,81.0,519.0,1256.0,598.0,38.0,2347.0,47.0,24.0,51.1,16.0,34.0,1394.0,7522.0,3562.0,60.0,48.0,4.0,33.0,31.0,1638.0,50.0
Emiliano Martínez,ARG,GK,30,Aston Villa,Premier League,33.5,1509.0,1139.0,1484.0,25.0,0.0,0.0,1509.0,0.0,0.0,0.0,0.0,0.0,933.0,4389.0,2772.0,0.0,0.0,0.0,1.0,0.0,800.0,0.0
Pau Torres,ESP,DF,26,Aston Villa,Premier League,27.4,1985.0,281.0,989.0,873.0,141.0,22.0,1985.0,28.0,17.0,60.7,9.0,32.1,1398.0,9039.0,5917.0,42.0,42.0,0.0,9.0,13.0,1456.0,16.0
Lucas Digne,FRA,DF,30,Aston Villa,Premier League,26.8,1590.0,71.0,468.0,541.0,593.0,56.0,1590.0,33.0,10.0,30.3,16.0,48.5,840.0,3630.0,1786.0,42.0,19.0,4.0,16.0,15.0,925.0,200.0
Moussa Diaby,FRA,"FW,MF",24,Aston Villa,Premier League,24.2,824.0,12.0,69.0,298.0,470.0,136.0,824.0,70.0,29.0,41.4,37.0,52.9,568.0,3926.0,2013.0,94.0,43.0,39.0,33.0,30.0,620.0,183.0
Matty Cash,POL,DF,25,Aston Villa,Premier League,23.8,1496.0,89.0,490.0,657.0,364.0,54.0,1496.0,41.0,12.0,29.3,20.0,48.8,860.0,4871.0,2233.0,62.0,41.0,18.0,21.0,15.0,895.0,101.0
Leon Bailey,JAM,"MF,FW",25,Aston Villa,Premier League,23.0,1040.0,19.0,151.0,318.0,589.0,129.0,1040.0,119.0,57.0,47.9,50.0,42.0,717.0,5148.0,2495.0,102.0,47.0,41.0,51.0,41.0,764.0,226.0
Diego Carlos,BRA,DF,30,Aston Villa,Premier League,20.2,1517.0,244.0,867.0,610.0,43.0,23.0,1517.0,4.0,2.0,50.0,2.0,50.0,1013.0,4786.0,2606.0,4.0,2.0,1.0,8.0,4.0,1118.0,1.0
Boubacar Kamara,FRA,MF,23,Aston Villa,Premier League,18.4,1195.0,50.0,305.0,720.0,186.0,13.0,1195.0,30.0,14.0,46.7,12.0,40.0,769.0,3527.0,1663.0,19.0,22.0,1.0,19.0,13.0,880.0,10.0
Youri Tielemans,BEL,"MF,FW",26,Aston Villa,Premier League,18.0,1096.0,45.0,215.0,589.0,299.0,27.0,1096.0,29.0,15.0,51.7,10.0,34.5,635.0,2872.0,1361.0,23.0,27.0,7.0,17.0,22.0,766.0,46.0
Clément Lenglet,FRA,DF,28,Aston Villa,Premier League,12.8,1017.0,165.0,514.0,449.0,59.0,12.0,1017.0,8.0,3.0,37.5,2.0,25.0,727.0,4422.0,2819.0,26.0,18.0,0.0,3.0,3.0,786.0,1.0
Álex Moreno,ESP,DF,30,Aston Villa,Premier League,11.5,690.0,40.0,246.0,235.0,213.0,29.0,690.0,35.0,15.0,42.9,17.0,48.6,364.0,2332.0,1106.0,32.0,20.0,10.0,14.0,6.0,383.0,83.0
Nicolò Zaniolo,ITA,"FW,MF",24,Aston Villa,Premier League,9.3,402.0,11.0,53.0,171.0,184.0,60.0,402.0,48.0,13.0,27.1,30.0,62.5,268.0,1854.0,915.0,35.0,16.0,15.0,31.0,36.0,284.0,60.0
Jacob Ramsey,ENG,"FW,MF",22,Aston Villa,Premier League,9.5,433.0,10.0,69.0,178.0,195.0,47.0,433.0,20.0,8.0,40.0,11.0,55.0,271.0,1777.0,836.0,33.0,19.0,11.0,18.0,21.0,314.0,69.0
Morgan Rogers,ENG,"MF,FW",21,Aston Villa,Premier League,7.1,289.0,10.0,66.0,131.0,98.0,23.0,289.0,33.0,17.0,51.5,12.0,36.4,150.0,1084.0,563.0,22.0,11.0,6.0,17.0,11.0,185.0,30.0
Robin Olsen,SWE,GK,33,Aston Villa,Premier League,4.5,216.0,200.0,215.0,1.0,0.0,0.0,216.0,0.0,0.0,0.0,0.0,0.0,131.0,626.0,303.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0
Jhon Durán,COL,"FW,MF",19,Aston Villa,Premier League,5.3,189.0,8.0,22.0,90.0,80.0,27.0,189.0,5.0,2.0,40.0,3.0,60.0,102.0,508.0,206.0,9.0,5.0,5.0,16.0,14.0,138.0,25.0
Tim Iroegbunam,ENG,MF,20,Aston Villa,Premier League,1.8,79.0,5.0,27.0,46.0,8.0,0.0,79.0,7.0,3.0,42.9,2.0,28.6,41.0,222.0,115.0,3.0,0.0,0.0,2.0,3.0,38.0,0.0
Calum Chambers,ENG,"MF,DF",28,Aston Villa,Premier League,1.7,129.0,9.0,68.0,49.0,12.0,0.0,129.0,1.0,1.0,100.0,0.0,0.0,78.0,349.0,158.0,0.0,0.0,0.0,0.0,1.0,99.0,1.0
Leander Dendoncker,BEL,MF,28,Aston Villa,Premier League,1.3,80.0,4.0,31.0,39.0,12.0,2.0,80.0,0.0,0.0,0.0,0.0,0.0,36.0,124.0,27.0,0.0,1.0,0.0,2.0,1.0,39.0,2.0
Tyrone Mings,ENG,DF,30,Aston Villa,Premier League,0.3,8.0,3.0,5.0,2.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0
Omari Kellyman,ENG,FW,17,Aston Villa,Premier League,0.4,11.0,0.0,1.0,8.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,33.0,9.0,1.0,1.0,0.0,2.0,0.0,6.0,0.0
Philippe Coutinho,BRA,"MF,FW",31,Aston Villa,Premier League,0.3,30.0,0.0,4.0,18.0,9.0,1.0,30.0,5.0,4.0,80.0,1.0,20.0,26.0,222.0,134.0,5.0,4.0,0.0,2.0,0.0,29.0,2.0
Bertrand Traoré,BFA,"DF,FW",27,Aston Villa,Premier League,0.1,7.0,0.0,5.0,2.0,0.0,0.0,7.0,1.0,0.0,0.0,1.0,100.0,4.0,54.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0
Cameron Archer,ENG,MF,22,Aston Villa,Premier League,0.1,7.0,0.0,1.0,4.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,39.0,28.0,1.0,1.0,0.0,1.0,0.0,7.0,0.0
Kaine Kesler-Hayden,ENG,"MF,DF",20,Aston Villa,Premier League,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Finley Munroe,ENG,MF,18,Aston Villa,Premier League,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Jaden Philogene Bidace,ENG,FW,21,Aston Villa,Premier League,0.0,4.0,0.0,1.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,39.0,39.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0
Guglielmo Vicario,ITA,GK,26,Tottenham,Premier League,38.0,1680.0,1252.0,1664.0,17.0,0.0,0.0,1680.0,0.0,0.0,0.0,0.0,0.0,1029.0,4528.0,2573.0,0.0,0.0,0.0,0.0,0.0,986.0,0.0
Pedro Porro,ESP,DF,23,Tottenham,Premier League,34.3,2786.0,161.0,783.0,1098.0,929.0,69.0,2786.0,57.0,26.0,45.6,24.0,42.1,1369.0,5484.0,2925.0,57.0,46.0,10.0,37.0,15.0,1670.0,158.0
Son Heung-min,KOR,FW,31,Tottenham,Premier League,32.6,1354.0,8.0,87.0,458.0,823.0,212.0,1352.0,92.0,39.0,42.4,47.0,51.1,927.0,5688.0,2989.0,119.0,44.0,64.0,55.0,41.0,1100.0,325.0
Cristian Romero,ARG,DF,25,Tottenham,Premier League,31.0,2923.0,357.0,1254.0,1494.0,198.0,33.0,2923.0,8.0,5.0,62.5,1.0,12.5,1957.0,9359.0,6026.0,32.0,42.0,0.0,12.0,4.0,2071.0,8.0
Dejan Kulusevski,SWE,"FW,MF",23,Tottenham,Premier League,30.7,1623.0,12.0,167.0,503.0,984.0,226.0,1623.0,129.0,54.0,41.9,66.0,51.2,1169.0,7680.0,3856.0,151.0,61.0,82.0,86.0,65.0,1229.0,388.0
Destiny Udogie,ITA,DF,20,Tottenham,Premier League,26.6,1775.0,96.0,487.0,815.0,506.0,71.0,1775.0,58.0,24.0,41.4,26.0,44.8,974.0,6108.0,3320.0,83.0,65.0,19.0,49.0,26.0,1028.0,138.0
Micky van de Ven,NED,DF,22,Tottenham,Premier League,26.0,2022.0,244.0,965.0,976.0,102.0,15.0,2022.0,27.0,15.0,55.6,9.0,33.3,1421.0,6517.0,3058.0,19.0,16.0,2.0,15.0,12.0,1498.0,9.0
Pape Matar Sarr,SEN,MF,20,Tottenham,Premier League,23.0,1582.0,64.0,283.0,830.0,486.0,44.0,1582.0,38.0,19.0,50.0,17.0,44.7,1041.0,5912.0,2263.0,43.0,58.0,3.0,37.0,15.0,1197.0,90.0
James Maddison,ENG,MF,26,Tottenham,Premier League,23.7,1748.0,24.0,136.0,774.0,852.0,112.0,1748.0,81.0,32.0,39.5,34.0,42.0,1251.0,6395.0,2589.0,58.0,60.0,31.0,35.0,34.0,1430.0,156.0
Yves Bissouma,MLI,MF,26,Tottenham,Premier League,23.0,2119.0,97.0,469.0,1226.0,443.0,19.0,2119.0,47.0,27.0,57.4,12.0,25.5,1367.0,7132.0,3006.0,43.0,42.0,7.0,33.0,30.0,1641.0,13.0
Brennan Johnson,WAL,FW,22,Tottenham,Premier League,23.2,977.0,14.0,94.0,316.0,578.0,154.0,977.0,71.0,25.0,35.2,39.0,54.9,637.0,3904.0,2060.0,97.0,35.0,48.0,35.0,19.0,748.0,293.0
Richarlison,BRA,FW,26,Tottenham,Premier League,16.6,652.0,33.0,88.0,248.0,322.0,121.0,652.0,37.0,10.0,27.0,23.0,62.2,394.0,1656.0,712.0,26.0,11.0,17.0,53.0,40.0,459.0,106.0
Rodrigo Bentancur,URU,MF,26,Tottenham,Premier League,11.2,931.0,36.0,174.0,512.0,250.0,29.0,931.0,21.0,11.0,52.4,8.0,38.1,573.0,2769.0,1148.0,16.0,22.0,2.0,16.0,19.0,730.0,31.0
Ben Davies,WAL,DF,30,Tottenham,Premier League,12.1,972.0,97.0,406.0,473.0,96.0,23.0,972.0,10.0,4.0,40.0,6.0,60.0,593.0,3265.0,2044.0,13.0,13.0,1.0,2.0,3.0,685.0,20.0
Emerson,BRA,DF,24,Tottenham,Premier League,12.9,1220.0,103.0,462.0,517.0,249.0,12.0,1220.0,21.0,10.0,47.6,6.0,28.6,686.0,2759.0,1292.0,21.0,19.0,2.0,15.0,12.0,814.0,35.0
Timo Werner,GER,FW,27,Tottenham,Premier League,9.0,451.0,3.0,32.0,119.0,302.0,69.0,451.0,30.0,12.0,40.0,12.0,40.0,327.0,2630.0,1549.0,79.0,27.0,36.0,11.0,5.0,352.0,124.0
