player,nationality,position,age,club,league,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received
Pierre Højbjerg,DEN,MF,27,Tottenham,Premier League,14.6,1585.0,63.0,377.0,913.0,310.0,16.0,1585.0,23.0,12.0,52.2,10.0,43.5,1012.0,4237.0,1820.0,17.0,25.0,2.0,20.0,9.0,1230.0,29.0
Oliver Skipp,ENG,"MF,DF",22,Tottenham,Premier League,7.9,448.0,14.0,90.0,257.0,102.0,13.0,448.0,3.0,2.0,66.7,1.0,33.3,226.0,831.0,399.0,8.0,4.0,1.0,9.0,6.0,319.0,25.0
Giovani Lo Celso,ARG,MF,27,Tottenham,Premier League,5.6,570.0,13.0,85.0,292.0,201.0,19.0,570.0,14.0,8.0,57.1,3.0,21.4,361.0,1891.0,946.0,25.0,20.0,0.0,12.0,7.0,456.0,29.0
Radu Drăgușin,ROU,DF,21,Tottenham,Premier League,4.8,411.0,44.0,217.0,189.0,7.0,2.0,411.0,3.0,1.0,33.3,1.0,33.3,284.0,1550.0,738.0,5.0,2.0,1.0,1.0,1.0,312.0,1.0
Bryan Gil,ESP,"FW,MF",22,Tottenham,Premier League,2.3,191.0,3.0,25.0,66.0,101.0,18.0,191.0,11.0,8.0,72.7,3.0,27.3,137.0,746.0,340.0,11.0,6.0,5.0,9.0,7.0,155.0,49.0
Eric Dier,ENG,DF,29,Tottenham,Premier League,2.2,164.0,38.0,106.0,57.0,2.0,2.0,164.0,0.0,0.0,0.0,0.0,0.0,97.0,291.0,119.0,0.0,0.0,0.0,1.0,0.0,112.0,0.0
Ivan Perišić,CRO,FW,34,Tottenham,Premier League,1.1,93.0,3.0,24.0,20.0,49.0,10.0,93.0,7.0,4.0,57.1,3.0,42.9,65.0,398.0,277.0,15.0,5.0,6.0,2.0,0.0,74.0,17.0
Davinson Sánchez,COL,DF,27,Tottenham,Premier League,0.9,83.0,8.0,24.0,45.0,14.0,1.0,83.0,0.0,0.0,0.0,0.0,0.0,68.0,238.0,80.0,0.0,2.0,0.0,1.0,0.0,66.0,0.0
Alejo Véliz,ARG,FW,19,Tottenham,Premier League,0.6,18.0,0.0,1.0,6.0,11.0,4.0,18.0,2.0,1.0,50.0,1.0,50.0,8.0,19.0,9.0,0.0,0.0,0.0,2.0,2.0,10.0,3.0
Dane Scarlett,ENG,FW,19,Tottenham,Premier League,0.2,11.0,0.0,0.0,5.0,6.0,2.0,11.0,3.0,0.0,0.0,2.0,66.7,10.0,32.0,2.0,0.0,0.0,1.0,5.0,0.0,11.0,4.0
Mikey Moore,ENG,MF,15,Tottenham,Premier League,0.0,8.0,1.0,1.0,3.0,4.0,0.0,8.0,1.0,0.0,0.0,1.0,100.0,4.0,44.0,41.0,2.0,1.0,0.0,1.0,0.0,5.0,2.0
Jamie Donley,ENG,FW,18,Tottenham,Premier League,0.0,7.0,2.0,4.0,2.0,1.0,0.0,7.0,1.0,0.0,0.0,1.0,100.0,2.0,9.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Conor Gallagher,ENG,MF,23,Chelsea,Premier League,34.8,2443.0,77.0,468.0,1221.0,793.0,79.0,2443.0,65.0,38.0,58.5,18.0,27.7,1453.0,7243.0,2979.0,62.0,54.0,14.0,69.0,39.0,1739.0,122.0
Moisés Caicedo,ECU,MF,21,Chelsea,Premier League,31.8,2452.0,122.0,687.0,1405.0,382.0,9.0,2452.0,56.0,26.0,46.4,24.0,42.9,1378.0,5497.0,2466.0,27.0,31.0,1.0,36.0,24.0,1828.0,27.0
Nicolas Jackson,SEN,FW,22,Chelsea,Premier League,31.1,998.0,28.0,94.0,450.0,480.0,151.0,998.0,105.0,54.0,51.4,36.0,34.3,616.0,4579.0,2122.0,70.0,44.0,32.0,87.0,66.0,752.0,200.0
Cole Palmer,ENG,"FW,MF",21,Chelsea,Premier League,29.0,1754.0,22.0,183.0,742.0,852.0,126.0,1745.0,104.0,52.0,50.0,46.0,44.2,1148.0,7234.0,3492.0,117.0,66.0,46.0,57.0,44.0,1362.0,195.0
Axel Disasi,FRA,DF,25,Chelsea,Premier League,28.7,2496.0,291.0,1193.0,1140.0,175.0,24.0,2496.0,22.0,12.0,54.5,5.0,22.7,1613.0,7182.0,4223.0,30.0,20.0,3.0,16.0,12.0,1892.0,21.0
Thiago Silva,BRA,DF,38,Chelsea,Premier League,28.1,2549.0,398.0,1280.0,1198.0,79.0,24.0,2549.0,4.0,2.0,50.0,0.0,0.0,1623.0,6862.0,3867.0,2.0,11.0,0.0,7.0,1.0,1891.0,5.0
Enzo Fernández,ARG,MF,22,Chelsea,Premier League,24.5,2128.0,67.0,442.0,1209.0,488.0,47.0,2126.0,44.0,23.0,52.3,17.0,38.6,1315.0,6080.0,3109.0,52.0,46.0,8.0,29.0,24.0,1675.0,54.0
Đorđe Petrović,SRB,GK,23,Chelsea,Premier League,22.1,855.0,755.0,852.0,3.0,0.0,0.0,855.0,0.0,0.0,0.0,0.0,0.0,482.0,2076.0,1103.0,0.0,0.0,0.0,1.0,0.0,475.0,0.0
Raheem Sterling,ENG,"FW,MF",28,Chelsea,Premier League,22.0,1019.0,8.0,77.0,324.0,638.0,167.0,1019.0,132.0,45.0,34.1,70.0,53.0,744.0,5113.0,3063.0,120.0,51.0,65.0,54.0,44.0,821.0,242.0
Levi Colwill,ENG,DF,20,Chelsea,Premier League,20.0,1392.0,108.0,570.0,669.0,164.0,26.0,1392.0,13.0,9.0,69.2,4.0,30.8,766.0,3602.0,1985.0,23.0,17.0,2.0,22.0,4.0,873.0,27.0
Marc Cucurella,ESP,DF,25,Chelsea,Premier League,19.8,1426.0,91.0,575.0,590.0,270.0,27.0,1426.0,13.0,4.0,30.8,7.0,53.8,657.0,2861.0,1579.0,31.0,15.0,3.0,15.0,6.0,873.0,73.0
Malo Gusto,FRA,DF,20,Chelsea,Premier League,19.5,1641.0,71.0,470.0,698.0,499.0,49.0,1641.0,42.0,17.0,40.5,20.0,47.6,972.0,5376.0,2791.0,78.0,41.0,16.0,32.0,12.0,1103.0,135.0
Mykhailo Mudryk,UKR,FW,22,Chelsea,Premier League,17.5,777.0,14.0,116.0,255.0,420.0,78.0,777.0,81.0,39.0,48.1,31.0,38.3,509.0,4183.0,2418.0,92.0,56.0,36.0,54.0,22.0,572.0,139.0
Robert Sánchez,ESP,GK,25,Chelsea,Premier League,15.9,649.0,561.0,644.0,5.0,0.0,0.0,649.0,0.0,0.0,0.0,0.0,0.0,392.0,1890.0,1130.0,0.0,0.0,0.0,1.0,0.0,360.0,0.0
Benoît Badiashile,FRA,DF,22,Chelsea,Premier League,14.9,1321.0,178.0,662.0,612.0,52.0,11.0,1321.0,1.0,0.0,0.0,0.0,0.0,765.0,3225.0,1734.0,3.0,5.0,1.0,6.0,4.0,976.0,3.0
Noni Madueke,ENG,FW,21,Chelsea,Premier League,11.7,666.0,18.0,85.0,224.0,373.0,77.0,665.0,86.0,37.0,43.0,37.0,43.0,428.0,3556.0,2191.0,76.0,36.0,38.0,25.0,14.0,504.0,136.0
Trevoh Chalobah,ENG,DF,24,Chelsea,Premier League,10.6,886.0,122.0,454.0,372.0,63.0,4.0,886.0,2.0,1.0,50.0,1.0,50.0,475.0,1552.0,709.0,5.0,5.0,2.0,10.0,3.0,633.0,9.0
Ben Chilwell,ENG,DF,26,Chelsea,Premier League,8.4,605.0,21.0,129.0,258.0,221.0,28.0,605.0,19.0,7.0,36.8,8.0,42.1,333.0,1713.0,844.0,22.0,14.0,5.0,21.0,5.0,394.0,59.0
Armando Broja,ALB,FW,21,Chelsea,Premier League,5.0,167.0,3.0,9.0,56.0,106.0,35.0,167.0,31.0,13.0,41.9,16.0,51.6,117.0,695.0,286.0,11.0,4.0,8.0,17.0,14.0,131.0,37.0
Reece James,ENG,DF,23,Chelsea,Premier League,4.7,391.0,26.0,118.0,153.0,124.0,20.0,391.0,15.0,9.0,60.0,4.0,26.7,217.0,1061.0,548.0,19.0,8.0,3.0,6.0,6.0,245.0,35.0
Lesley Ugochukwu,FRA,MF,19,Chelsea,Premier League,3.3,214.0,14.0,66.0,120.0,31.0,2.0,214.0,6.0,3.0,50.0,1.0,16.7,128.0,620.0,358.0,8.0,2.0,2.0,3.0,3.0,162.0,3.0
Christopher Nkunku,FRA,"FW,MF",25,Chelsea,Premier League,4.9,244.0,5.0,25.0,95.0,128.0,27.0,244.0,8.0,2.0,25.0,5.0,62.5,144.0,606.0,298.0,10.0,6.0,2.0,17.0,8.0,202.0,35.0
Carney Chukwuemeka,ENG,"MF,FW",19,Chelsea,Premier League,2.5,167.0,1.0,21.0,77.0,72.0,12.0,167.0,12.0,2.0,16.7,10.0,83.3,107.0,646.0,231.0,4.0,5.0,2.0,5.0,4.0,129.0,19.0
Alfie Gilchrist,ENG,DF,19,Chelsea,Premier League,2.3,177.0,14.0,72.0,57.0,49.0,5.0,177.0,1.0,1.0,100.0,0.0,0.0,78.0,263.0,130.0,1.0,1.0,0.0,2.0,2.0,96.0,4.0
Ian Maatsen,NED,"FW,MF",21,Chelsea,Premier League,2.3,179.0,7.0,49.0,56.0,75.0,8.0,179.0,4.0,0.0,0.0,4.0,100.0,100.0,555.0,315.0,9.0,5.0,2.0,8.0,7.0,117.0,15.0
Cesare Casadei,ITA,"FW,MF",20,Chelsea,Premier League,0.9,81.0,6.0,17.0,49.0,15.0,1.0,81.0,2.0,2.0,100.0,0.0,0.0,36.0,234.0,59.0,1.0,0.0,0.0,3.0,0.0,62.0,3.0
Roméo Lavia,BEL,MF,19,Chelsea,Premier League,0.4,30.0,1.0,2.0,26.0,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,22.0,83.0,40.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0
Deivid Washington,BRA,"DF,FW",18,Chelsea,Premier League,0.1,5.0,0.0,1.0,3.0,1.0,1.0,5.0,1.0,0.0,0.0,1.0,100.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
Mason Burstow,ENG,FW,19,Chelsea,Premier League,0.1,6.0,0.0,0.0,1.0,5.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0
Joshua Acheampong,ENG,DF,17,Chelsea,Premier League,0.1,6.0,5.0,5.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Matos,ENG,MF,18,Chelsea,Premier League,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Jimi Tauriainen,ENG,FW,19,Chelsea,Premier League,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruno Guimarães,BRA,MF,25,Newcastle Utd,Premier League,36.3,2732.0,90.0,572.0,1481.0,722.0,75.0,2732.0,130.0,72.0,55.4,41.0,31.5,1840.0,10285.0,4240.0,65.0,73.0,19.0,61.0,70.0,2106.0,73.0
Fabian Schär,SUI,DF,31,Newcastle Utd,Premier League,33.9,2482.0,359.0,1304.0,1059.0,140.0,40.0,2482.0,22.0,13.0,59.1,8.0,36.4,1489.0,7965.0,4973.0,28.0,42.0,1.0,17.0,12.0,1676.0,20.0
Anthony Gordon,ENG,FW,22,Newcastle Utd,Premier League,32.1,1425.0,15.0,158.0,555.0,733.0,147.0,1424.0,132.0,53.0,40.2,56.0,42.4,955.0,7622.0,3668.0,138.0,73.0,59.0,70.0,40.0,1026.0,232.0
Dan Burn,ENG,DF,31,Newcastle Utd,Premier League,30.3,2006.0,204.0,948.0,850.0,212.0,46.0,2006.0,6.0,4.0,66.7,2.0,33.3,923.0,3930.0,1665.0,14.0,7.0,3.0,15.0,10.0,1150.0,25.0
Sean Longstaff,ENG,MF,25,Newcastle Utd,Premier League,30.5,1533.0,50.0,338.0,780.0,422.0,90.0,1533.0,23.0,11.0,47.8,11.0,47.8,801.0,3332.0,1396.0,24.0,24.0,7.0,34.0,35.0,1076.0,116.0
Alexander Isak,SWE,FW,23,Newcastle Utd,Premier League,25.1,726.0,19.0,46.0,299.0,388.0,139.0,721.0,75.0,42.0,56.0,28.0,37.3,422.0,3053.0,1614.0,68.0,31.0,38.0,49.0,23.0,511.0,129.0
Kieran Trippier,ENG,DF,32,Newcastle Utd,Premier League,24.8,2344.0,96.0,732.0,969.0,665.0,36.0,2344.0,22.0,16.0,72.7,6.0,27.3,1078.0,4247.0,2049.0,34.0,37.0,5.0,20.0,9.0,1411.0,128.0
Miguel Almirón,PAR,FW,29,Newcastle Utd,Premier League,21.5,1030.0,25.0,137.0,431.0,475.0,86.0,1030.0,51.0,23.0,45.1,22.0,43.1,653.0,4490.0,2276.0,78.0,43.0,22.0,30.0,27.0,742.0,162.0
Martin Dúbravka,SVK,GK,34,Newcastle Utd,Premier League,22.1,709.0,604.0,702.0,7.0,0.0,0.0,709.0,0.0,0.0,0.0,0.0,0.0,378.0,2050.0,1374.0,0.0,0.0,0.0,3.0,0.0,260.0,0.0
Sven Botman,NED,DF,23,Newcastle Utd,Premier League,15.3,1154.0,186.0,676.0,450.0,29.0,20.0,1154.0,2.0,0.0,0.0,2.0,100.0,672.0,2866.0,1403.0,0.0,4.0,0.0,5.0,2.0,822.0,5.0
Nick Pope,ENG,GK,31,Newcastle Utd,Premier League,14.9,434.0,366.0,428.0,5.0,1.0,1.0,434.0,0.0,0.0,0.0,0.0,0.0,217.0,1147.0,633.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0
Joelinton,BRA,"MF,FW",26,Newcastle Utd,Premier League,14.2,807.0,37.0,152.0,409.0,253.0,38.0,807.0,34.0,17.0,50.0,11.0,32.4,435.0,2141.0,1061.0,29.0,24.0,6.0,22.0,28.0,583.0,60.0
Lewis Miley,ENG,MF,17,Newcastle Utd,Premier League,13.4,674.0,36.0,164.0,305.0,212.0,35.0,674.0,17.0,8.0,47.1,8.0,47.1,350.0,1664.0,654.0,14.0,7.0,6.0,16.0,10.0,435.0,54.0
Jacob Murphy,ENG,"FW,DF",28,Newcastle Utd,Premier League,13.2,666.0,24.0,111.0,229.0,339.0,53.0,666.0,27.0,13.0,48.1,13.0,48.1,381.0,2179.0,981.0,33.0,27.0,15.0,19.0,14.0,434.0,113.0
Jamaal Lascelles,ENG,DF,29,Newcastle Utd,Premier League,12.0,872.0,101.0,397.0,437.0,41.0,20.0,872.0,3.0,1.0,33.3,1.0,33.3,519.0,2493.0,1461.0,8.0,6.0,0.0,2.0,4.0,634.0,3.0
Valentino Livramento,ENG,DF,20,Newcastle Utd,Premier League,14.6,957.0,63.0,309.0,428.0,232.0,27.0,957.0,30.0,17.0,56.7,8.0,26.7,521.0,2952.0,1463.0,44.0,17.0,8.0,17.0,18.0,583.0,76.0
Elliot Anderson,SCO,"MF,FW",20,Newcastle Utd,Premier League,11.4,639.0,23.0,109.0,277.0,267.0,46.0,639.0,42.0,20.0,47.6,18.0,42.9,363.0,2269.0,1213.0,37.0,23.0,4.0,27.0,21.0,415.0,70.0
Callum Wilson,ENG,FW,31,Newcastle Utd,Premier League,11.0,304.0,6.0,11.0,132.0,168.0,77.0,302.0,32.0,14.0,43.8,15.0,46.9,212.0,1020.0,322.0,11.0,8.0,13.0,47.0,35.0,254.0,77.0
Emil Krafth,SWE,DF,28,Newcastle Utd,Premier League,10.1,661.0,48.0,279.0,241.0,145.0,10.0,661.0,6.0,3.0,50.0,2.0,33.3,358.0,1588.0,720.0,12.0,9.0,1.0,8.0,3.0,423.0,33.0
Lewis Hall,ENG,DF,18,Newcastle Utd,Premier League,8.7,668.0,35.0,254.0,285.0,137.0,12.0,668.0,17.0,8.0,47.1,7.0,41.2,344.0,1798.0,1035.0,19.0,16.0,5.0,8.0,13.0,401.0,27.0
Harvey Barnes,ENG,"FW,MF",25,Newcastle Utd,Premier League,8.9,360.0,5.0,48.0,117.0,200.0,60.0,360.0,25.0,7.0,28.0,14.0,56.0,266.0,1782.0,1093.0,45.0,21.0,23.0,12.0,16.0,285.0,79.0
Sandro Tonali,ITA,MF,23,Newcastle Utd,Premier League,4.9,307.0,5.0,60.0,179.0,70.0,8.0,307.0,6.0,3.0,50.0,2.0,33.3,191.0,965.0,409.0,11.0,4.0,1.0,4.0,2.0,257.0,21.0
Joe Willock,ENG,MF,23,Newcastle Utd,Premier League,4.7,225.0,3.0,42.0,107.0,80.0,18.0,225.0,18.0,7.0,38.9,11.0,61.1,133.0,891.0,490.0,16.0,5.0,5.0,14.0,6.0,156.0,26.0
Loris Karius,GER,GK,30,Newcastle Utd,Premier League,1.0,41.0,34.0,41.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,17.0,57.0,25.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0
Matt Targett,ENG,DF,27,Newcastle Utd,Premier League,0.9,51.0,1.0,22.0,25.0,5.0,0.0,51.0,2.0,0.0,0.0,1.0,50.0,34.0,153.0,91.0,1.0,1.0,0.0,0.0,0.0,33.0,0.0
Matt Ritchie,SCO,"FW,MF",33,Newcastle Utd,Premier League,1.4,125.0,6.0,26.0,42.0,57.0,9.0,125.0,2.0,0.0,0.0,1.0,50.0,58.0,293.0,160.0,5.0,5.0,2.0,3.0,1.0,85.0,13.0
Ben Parkinson,ENG,FW,18,Newcastle Utd,Premier League,0.3,6.0,2.0,2.0,1.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Paul Dummett,WAL,DF,31,Newcastle Utd,Premier League,0.2,26.0,3.0,7.0,16.0,3.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,12.0,54.0,33.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0
Alex Murphy,IRL,"DF,FW",19,Newcastle Utd,Premier League,0.1,21.0,0.0,4.0,15.0,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,16.0,72.0,37.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0
Joe White,ENG,MF,20,Newcastle Utd,Premier League,0.1,13.0,1.0,3.0,6.0,4.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,9.0,80.0,41.0,2.0,0.0,0.0,0.0,0.0,9.0,3.0
Amadou Diallo,ENG,MF,20,Newcastle Utd,Premier League,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Michael Ndiweni,ENG,FW,19,Newcastle Utd,Premier League,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
André Onana,CMR,GK,27,Manchester Utd,Premier League,38.0,1629.0,1224.0,1592.0,37.0,0.0,0.0,1629.0,1.0,1.0,100.0,0.0,0.0,1126.0,5994.0,3825.0,1.0,0.0,0.0,1.0,0.0,955.0,0.0
Diogo Dalot,POR,DF,24,Manchester Utd,Premier League,35.3,2196.0,185.0,752.0,873.0,587.0,48.0,2196.0,52.0,31.0,59.6,18.0,34.6,1149.0,5412.0,2900.0,52.0,43.0,10.0,24.0,11.0,1255.0,111.0
Bruno Fernandes,POR,"MF,FW",28,Manchester Utd,Premier League,34.6,2585.0,96.0,414.0,1069.0,1126.0,105.0,2580.0,44.0,19.0,43.2,21.0,47.7,1367.0,6155.0,3408.0,86.0,61.0,23.0,48.0,35.0,1715.0,182.0
Alejandro Garnacho,ARG,FW,19,Manchester Utd,Premier League,28.5,1312.0,13.0,180.0,403.0,741.0,248.0,1312.0,130.0,48.0,36.9,63.0,48.5,939.0,8018.0,4213.0,178.0,83.0,102.0,69.0,49.0,1007.0,281.0
Marcus Rashford,ENG,FW,25,Manchester Utd,Premier League,25.2,1024.0,24.0,124.0,345.0,570.0,130.0,1022.0,109.0,48.0,44.0,53.0,48.6,689.0,4979.0,2387.0,95.0,51.0,64.0,59.0,38.0,798.0,184.0
Rasmus Højlund,DEN,FW,20,Manchester Utd,Premier League,24.0,612.0,20.0,61.0,262.0,297.0,96.0,612.0,38.0,18.0,47.4,18.0,47.4,356.0,2100.0,1101.0,36.0,26.0,15.0,50.0,29.0,430.0,111.0
Casemiro,BRA,"MF,DF",31,Manchester Utd,Premier League,22.0,1762.0,169.0,646.0,884.0,245.0,45.0,1762.0,18.0,9.0,50.0,8.0,44.4,984.0,3576.0,1729.0,12.0,22.0,1.0,15.0,17.0,1163.0,36.0
Kobbie Mainoo,ENG,MF,18,Manchester Utd,Premier League,21.4,1094.0,62.0,302.0,568.0,236.0,30.0,1094.0,58.0,31.0,53.4,22.0,37.9,667.0,3152.0,1447.0,25.0,22.0,6.0,29.0,24.0,767.0,36.0
Aaron Wan-Bissaka,ENG,DF,25,Manchester Utd,Premier League,19.8,1225.0,85.0,424.0,538.0,278.0,24.0,1225.0,32.0,17.0,53.1,9.0,28.1,594.0,2909.0,1429.0,30.0,27.0,4.0,21.0,9.0,691.0,54.0
Scott McTominay,SCO,"MF,FW",26,Manchester Utd,Premier League,21.1,925.0,78.0,235.0,476.0,225.0,53.0,925.0,21.0,8.0,38.1,10.0,47.6,484.0,2215.0,1032.0,29.0,22.0,4.0,29.0,23.0,572.0,47.0
Harry Maguire,ENG,DF,30,Manchester Utd,Premier League,18.4,1313.0,201.0,626.0,603.0,89.0,36.0,1313.0,2.0,0.0,0.0,2.0,100.0,702.0,4638.0,2771.0,20.0,13.0,2.0,9.0,2.0,782.0,2.0
Raphaël Varane,FRA,DF,30,Manchester Utd,Premier League,15.3,945.0,178.0,469.0,434.0,44.0,11.0,945.0,2.0,1.0,50.0,1.0,50.0,549.0,3541.0,2161.0,16.0,11.0,0.0,6.0,2.0,569.0,2.0
Jonny Evans,NIR,DF,35,Manchester Utd,Premier League,15.5,1005.0,185.0,556.0,420.0,31.0,8.0,1005.0,7.0,4.0,57.1,2.0,28.6,567.0,2683.0,1441.0,7.0,5.0,0.0,5.0,3.0,625.0,1.0
Antony,BRA,FW,23,Manchester Utd,Premier League,14.7,815.0,17.0,106.0,304.0,428.0,58.0,815.0,71.0,26.0,36.6,33.0,46.5,549.0,3723.0,1953.0,53.0,37.0,23.0,26.0,19.0,571.0,149.0
Victor Lindelöf,SWE,DF,29,Manchester Utd,Premier League,14.8,1037.0,102.0,466.0,463.0,114.0,15.0,1037.0,1.0,1.0,100.0,0.0,0.0,620.0,3077.0,1621.0,17.0,14.0,0.0,5.0,3.0,706.0,17.0
Christian Eriksen,DEN,MF,31,Manchester Utd,Premier League,12.7,896.0,27.0,165.0,492.0,246.0,12.0,896.0,6.0,3.0,50.0,3.0,50.0,515.0,2319.0,1199.0,20.0,21.0,2.0,8.0,14.0,620.0,23.0
Luke Shaw,ENG,DF,28,Manchester Utd,Premier League,10.7,754.0,81.0,283.0,326.0,148.0,12.0,754.0,11.0,7.0,63.6,4.0,36.4,398.0,1854.0,832.0,10.0,11.0,1.0,14.0,6.0,435.0,30.0
Sofyan Amrabat,MAR,"MF,DF",26,Manchester Utd,Premier League,10.4,770.0,48.0,218.0,439.0,120.0,1.0,770.0,10.0,6.0,60.0,2.0,20.0,490.0,2365.0,947.0,6.0,8.0,0.0,9.0,11.0,546.0,10.0
Lisandro Martínez,ARG,DF,25,Manchester Utd,Premier League,7.2,510.0,75.0,234.0,259.0,18.0,2.0,510.0,4.0,2.0,50.0,1.0,25.0,338.0,1775.0,1062.0,8.0,3.0,0.0,1.0,3.0,351.0,1.0
Mason Mount,ENG,"MF,FW",24,Manchester Utd,Premier League,5.7,289.0,11.0,44.0,125.0,125.0,17.0,289.0,12.0,4.0,33.3,6.0,50.0,152.0,797.0,321.0,9.0,5.0,2.0,11.0,6.0,180.0,34.0
Anthony Martial,FRA,FW,27,Manchester Utd,Premier League,5.0,178.0,3.0,11.0,81.0,89.0,16.0,178.0,6.0,2.0,33.3,2.0,33.3,105.0,444.0,168.0,6.0,6.0,1.0,14.0,10.0,148.0,36.0
Sergio Reguilón,ESP,DF,26,Manchester Utd,Premier League,4.6,378.0,8.0,70.0,155.0,155.0,9.0,378.0,11.0,3.0,27.3,4.0,36.4,184.0,847.0,441.0,11.0,4.0,2.0,8.0,1.0,217.0,38.0
Amad Diallo,CIV,"FW,MF",21,Manchester Utd,Premier League,4.3,230.0,8.0,28.0,94.0,109.0,24.0,230.0,23.0,11.0,47.8,10.0,43.5,146.0,1034.0,355.0,11.0,12.0,4.0,7.0,14.0,163.0,31.0
Willy Kambwala,FRA,DF,18,Manchester Utd,Premier League,3.7,232.0,27.0,142.0,88.0,2.0,0.0,232.0,2.0,0.0,0.0,2.0,100.0,124.0,689.0,377.0,2.0,1.0,0.0,3.0,1.0,149.0,1.0
Facundo Pellistri,URU,"FW,MF",21,Manchester Utd,Premier League,1.9,117.0,5.0,23.0,37.0,58.0,13.0,117.0,11.0,5.0,45.5,4.0,36.4,74.0,482.0,185.0,6.0,7.0,4.0,4.0,4.0,79.0,31.0
Hannibal Mejbri,TUN,"MF,FW",20,Manchester Utd,Premier League,1.5,59.0,2.0,12.0,30.0,19.0,3.0,59.0,5.0,2.0,40.0,1.0,20.0,35.0,156.0,74.0,2.0,0.0,0.0,7.0,4.0,34.0,10.0
Omari Forson,ENG,FW,19,Manchester Utd,Premier League,0.8,39.0,0.0,2.0,25.0,12.0,1.0,39.0,2.0,1.0,50.0,1.0,50.0,29.0,115.0,34.0,1.0,3.0,0.0,1.0,0.0,31.0,2.0
Jadon Sancho,ENG,"FW,MF",23,Manchester Utd,Premier League,0.9,51.0,4.0,12.0,18.0,26.0,6.0,51.0,7.0,3.0,42.9,3.0,42.9,38.0,298.0,192.0,10.0,5.0,5.0,0.0,2.0,34.0,5.0
Ethan Wheatley,ENG,FW,17,Manchester Utd,Premier League,0.2,6.0,0.0,0.0,3.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,35.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0
Donny van de Beek,NED,DF,26,Manchester Utd,Premier League,0.0,4.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Daniel Gore,ENG,MF,18,Manchester Utd,Premier League,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Vladimír Coufal,CZE,DF,30,West Ham,Premier League,34.8,2025.0,163.0,728.0,814.0,501.0,26.0,2025.0,38.0,12.0,31.6,19.0,50.0,885.0,4956.0,2431.0,68.0,35.0,4.0,28.0,13.0,1010.0,126.0
Emerson Palmieri,ITA,DF,28,West Ham,Premier League,34.9,2168.0,168.0,679.0,988.0,521.0,39.0,2168.0,64.0,24.0,37.5,32.0,50.0,1057.0,5492.0,2790.0,59.0,47.0,9.0,36.0,17.0,1242.0,124.0
Jarrod Bowen,ENG,FW,26,West Ham,Premier League,33.5,1094.0,20.0,135.0,410.0,571.0,174.0,1094.0,97.0,34.0,35.1,55.0,56.7,666.0,4859.0,2141.0,90.0,40.0,49.0,79.0,58.0,745.0,186.0
