player,nationality,position,age,club,league,minutes_90s,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense
Leonardo Ruíz,COL,FW,27,Rio Ave,Primeira Liga,8.3,13,1.57,7,0,0,4,2,0,0,0.0,0,0,0,0,0,0
Magrão,BRA,GK,23,Rio Ave,Primeira Liga,7.0,1,0.14,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Mateo Tanlongo,ARG,MF,19,Rio Ave,Primeira Liga,6.8,11,1.62,9,0,1,0,0,1,2,0.29,1,0,0,0,0,1
André Pereira,POR,FW,28,Rio Ave,Primeira Liga,6.5,16,2.47,9,0,2,4,1,0,1,0.15,0,0,0,1,0,0
Marious Vrousai,GRE,"MF,DF",25,Rio Ave,Primeira Liga,7.4,19,2.58,9,1,2,4,3,0,4,0.54,2,0,0,2,0,0
Bruno Ventura,POR,"FW,MF",22,Rio Ave,Primeira Liga,5.8,20,3.47,11,7,1,0,1,0,0,0.0,0,0,0,0,0,0
Zé Manuel,POR,"FW,MF",32,Rio Ave,Primeira Liga,6.6,16,2.43,10,0,0,2,3,1,3,0.46,2,0,0,0,1,0
Hernâni Fortes,POR,FW,31,Rio Ave,Primeira Liga,3.8,18,4.75,5,10,1,0,2,0,1,0.26,1,0,0,0,0,0
Adrien Silva,POR,MF,34,Rio Ave,Primeira Liga,3.8,9,2.38,2,6,0,1,0,0,0,0.0,0,0,0,0,0,0
Savio,BRA,"DF,MF",28,Rio Ave,Primeira Liga,2.8,7,2.48,5,2,0,0,0,0,1,0.35,1,0,0,0,0,0
Vítor Gomes,POR,MF,35,Rio Ave,Primeira Liga,3.6,4,1.1,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Cezary Miszta,POL,GK,21,Rio Ave,Primeira Liga,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ukra,POR,"FW,MF",35,Rio Ave,Primeira Liga,0.9,2,2.17,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Cristian Castro,COL,DF,22,Rio Ave,Primeira Liga,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Helder Sá,POR,"DF,MF",20,Rio Ave,Primeira Liga,0.5,2,4.29,1,1,0,0,0,0,1,2.14,0,1,0,0,0,0
Nuno Namora,POR,"DF,MF",25,Rio Ave,Primeira Liga,0.3,3,9.0,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Julien Lomboto,FRA,MF,21,Rio Ave,Primeira Liga,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Andrew,BRA,GK,22,Gil Vicente FC,Primeira Liga,32.0,3,0.09,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Gabriel Pereira,BRA,DF,23,Gil Vicente FC,Primeira Liga,30.9,22,0.71,17,0,0,3,2,0,5,0.16,3,0,0,1,1,0
Rúben Fernandes,POR,DF,37,Gil Vicente FC,Primeira Liga,29.0,21,0.72,19,0,0,1,0,1,1,0.03,1,0,0,0,0,0
Maxime Dominguez,SUI,"MF,FW",27,Gil Vicente FC,Primeira Liga,25.9,78,3.01,41,22,4,6,3,2,8,0.31,2,2,1,3,0,0
Félix Correia,POR,FW,22,Gil Vicente FC,Primeira Liga,24.1,68,2.82,47,5,6,0,9,1,10,0.41,4,2,2,0,2,0
Murilo Costa,BRA,FW,28,Gil Vicente FC,Primeira Liga,22.1,57,2.58,30,14,8,4,1,0,9,0.41,5,2,1,1,0,0
Leonardo Buta,POR,DF,21,Gil Vicente FC,Primeira Liga,24.3,38,1.56,32,2,0,0,4,0,4,0.16,3,0,0,0,1,0
Kanya Fujimoto,JPN,MF,24,Gil Vicente FC,Primeira Liga,22.2,62,2.79,55,1,1,2,3,0,10,0.45,10,0,0,0,0,0
José Carlos,POR,DF,25,Gil Vicente FC,Primeira Liga,21.4,30,1.4,17,3,1,3,5,1,4,0.19,3,0,0,0,0,1
Mory Gbane,CIV,MF,22,Gil Vicente FC,Primeira Liga,21.2,21,0.99,17,0,1,1,0,2,0,0.0,0,0,0,0,0,0
Martim Carvalho,POR,MF,20,Gil Vicente FC,Primeira Liga,20.7,49,2.36,42,2,2,3,0,0,3,0.14,3,0,0,0,0,0
Pedro Tiba,POR,MF,34,Gil Vicente FC,Primeira Liga,16.6,40,2.41,30,6,0,2,0,2,7,0.42,6,1,0,0,0,0
Alexandre Pinto,POR,DF,25,Gil Vicente FC,Primeira Liga,11.8,15,1.27,11,4,0,0,0,0,0,0.0,0,0,0,0,0,0
Ali Alipour,IRN,FW,27,Gil Vicente FC,Primeira Liga,8.9,10,1.12,9,0,0,1,0,0,2,0.22,2,0,0,0,0,0
Roko Baturina,CRO,FW,23,Gil Vicente FC,Primeira Liga,7.9,12,1.52,8,0,1,0,3,0,2,0.25,1,0,0,0,1,0
Tidjany Chabrol,FRA,"FW,MF",21,Gil Vicente FC,Primeira Liga,12.0,48,4.0,31,5,5,2,5,0,1,0.08,0,0,0,0,1,0
Depú,ANG,FW,23,Gil Vicente FC,Primeira Liga,8.6,6,0.69,4,0,0,0,2,0,0,0.0,0,0,0,0,0,0
Kiko Vilas Boas,POR,DF,23,Gil Vicente FC,Primeira Liga,6.3,10,1.6,9,1,0,0,0,0,1,0.16,1,0,0,0,0,0
Jonathan Buatu Mananga,ANG,DF,29,Gil Vicente FC,Primeira Liga,5.0,1,0.2,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Marlon,BRA,"FW,MF",25,Gil Vicente FC,Primeira Liga,4.8,13,2.71,8,2,3,0,0,0,1,0.21,1,0,0,0,0,0
Felipe Silva Lipe,BRA,DF,21,Gil Vicente FC,Primeira Liga,3.0,1,0.33,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Né lopes,POR,DF,23,Gil Vicente FC,Primeira Liga,2.9,1,0.35,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jesús Castillo,PER,MF,22,Gil Vicente FC,Primeira Liga,2.7,4,1.46,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Vinicius Dias,BRA,GK,26,Gil Vicente FC,Primeira Liga,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Miguel Monteiro,POR,FW,20,Gil Vicente FC,Primeira Liga,2.5,7,2.81,4,0,1,2,0,0,2,0.8,1,0,0,1,0,0
Miro,ANG,"FW,MF",20,Gil Vicente FC,Primeira Liga,1.8,2,1.14,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Roan Wilson,CRC,"MF,DF",21,Gil Vicente FC,Primeira Liga,1.4,1,0.74,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Kazu,BRA,"DF,FW",23,Gil Vicente FC,Primeira Liga,0.6,5,8.04,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Afonso Bastardo,POR,"FW,DF",18,Gil Vicente FC,Primeira Liga,0.5,3,6.43,2,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Thomas Luciano,BRA,DF,21,Gil Vicente FC,Primeira Liga,0.3,1,3.21,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
André Simões,POR,FW,19,Gil Vicente FC,Primeira Liga,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Rafik Guitane,FRA,"FW,MF",24,Estoril,Primeira Liga,30.1,129,4.28,88,7,22,3,8,1,17,0.56,9,0,6,1,1,0
Bernardo Vital,POR,DF,22,Estoril,Primeira Liga,28.3,23,0.81,21,1,0,0,0,1,2,0.07,1,1,0,0,0,0
Tiago Araújo,POR,"DF,MF",22,Estoril,Primeira Liga,25.0,42,1.63,31,4,3,2,0,2,2,0.08,2,0,0,0,0,0
Rodrigo Gomes,POR,"MF,DF",20,Estoril,Primeira Liga,27.2,67,2.47,50,3,4,6,2,2,11,0.4,8,0,1,1,0,1
Mateus Fernandes,POR,MF,19,Estoril,Primeira Liga,24.8,92,3.71,58,18,5,2,7,2,11,0.44,9,1,0,1,0,0
Marcelo Carné,BRA,GK,33,Estoril,Primeira Liga,22.0,5,0.23,4,1,0,0,0,0,0,0.0,0,0,0,0,0,0
João Marques,POR,"MF,FW",21,Estoril,Primeira Liga,21.9,58,2.65,42,2,5,2,5,2,10,0.46,8,0,0,0,1,1
Pedro Álvaro,POR,DF,23,Estoril,Primeira Liga,19.9,19,0.96,15,1,0,2,1,0,5,0.25,4,0,0,1,0,0
Cassiano,BRA,FW,34,Estoril,Primeira Liga,17.9,21,1.17,15,0,0,1,5,0,4,0.22,4,0,0,0,0,0
Volnei Feltes,BRA,DF,23,Estoril,Primeira Liga,16.4,17,1.04,13,1,0,3,0,0,3,0.18,3,0,0,0,0,0
Heriberto Tavares,POR,"FW,MF",26,Estoril,Primeira Liga,13.9,30,2.16,19,4,3,3,0,1,5,0.36,3,0,1,1,0,0
Jordan Holsgrove,SCO,MF,23,Estoril,Primeira Liga,13.0,31,2.38,19,7,1,4,0,0,4,0.31,3,0,0,1,0,0
Alejandro Marqués,VEN,FW,22,Estoril,Primeira Liga,15.1,19,1.26,10,0,1,7,0,1,0,0.0,0,0,0,0,0,0
João Othavio Basso,BRA,DF,26,Estoril,Primeira Liga,13.4,6,0.45,6,0,0,0,0,0,2,0.15,2,0,0,0,0,0
Vinícius Zanocelo,BRA,MF,22,Estoril,Primeira Liga,12.4,12,0.96,11,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Daniel Leite,POR,GK,25,Estoril,Primeira Liga,12.0,1,0.08,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Eliaquim Mangala,FRA,DF,32,Estoril,Primeira Liga,11.6,4,0.35,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Wagner Pina,CPV,"MF,DF",20,Estoril,Primeira Liga,12.2,17,1.39,10,2,1,3,1,0,2,0.16,0,0,0,1,1,0
Raúl Parra,ESP,DF,23,Estoril,Primeira Liga,6.3,15,2.38,7,8,0,0,0,0,1,0.16,1,0,0,0,0,0
Koba Koindredi,FRA,MF,21,Estoril,Primeira Liga,6.3,22,3.5,13,4,1,2,2,0,1,0.16,1,0,0,0,0,0
Erick Cabaco,URU,DF,28,Estoril,Primeira Liga,3.7,3,0.81,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Fabrício Garcia,CPV,"FW,MF",22,Estoril,Primeira Liga,3.7,11,3.01,8,0,1,0,1,1,3,0.82,2,0,1,0,0,0
Michel Costa,BRA,MF,21,Estoril,Primeira Liga,3.3,6,1.81,6,0,0,0,0,0,1,0.3,1,0,0,0,0,0
Mor Ndiaye,SEN,MF,22,Estoril,Primeira Liga,2.8,2,0.73,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ivan Pavlic,BEL,MF,21,Estoril,Primeira Liga,2.0,4,2.0,2,1,1,0,0,0,0,0.0,0,0,0,0,0,0
Alexandre Miguel Barros Soares,POR,MF,32,Estoril,Primeira Liga,2.8,5,1.81,5,0,0,0,0,0,1,0.36,1,0,0,0,0,0
João Carlos,BRA,"FW,DF",28,Estoril,Primeira Liga,3.5,13,3.73,6,1,4,2,0,0,0,0.0,0,0,0,0,0,0
Frederik Winther,DEN,DF,22,Estoril,Primeira Liga,1.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Nemanja Jović,SRB,MF,20,Estoril,Primeira Liga,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Harouna Sy,FRA,FW,27,Estoril,Primeira Liga,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Rodrigo Martins,POR,"DF,FW",24,Estoril,Primeira Liga,0.1,1,15.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Leo Cordeiro,BRA,MF,27,Estrela,Primeira Liga,29.0,55,1.9,43,2,2,5,1,2,6,0.21,4,0,1,1,0,0
Léo Jabá,BRA,"FW,MF",24,Estrela,Primeira Liga,24.7,77,3.12,59,0,6,6,5,1,7,0.28,6,0,0,0,0,1
Gaspar,ANG,DF,25,Estrela,Primeira Liga,26.1,17,0.65,16,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Bruno Brigido,BRA,GK,32,Estrela,Primeira Liga,26.0,7,0.27,4,3,0,0,0,0,1,0.04,0,1,0,0,0,0
Hevertton Santos,BRA,"DF,MF",22,Estrela,Primeira Liga,21.9,57,2.61,30,22,0,4,0,1,4,0.18,3,1,0,0,0,0
Aloísio Souza Genézio,BRA,MF,27,Estrela,Primeira Liga,16.6,27,1.63,18,0,0,2,2,5,3,0.18,3,0,0,0,0,0
Miguel Lopes,POR,DF,36,Estrela,Primeira Liga,14.7,12,0.82,9,0,0,3,0,0,1,0.07,1,0,0,0,0,0
João Reis,POR,"DF,MF",31,Estrela,Primeira Liga,16.1,17,1.06,10,3,2,0,1,1,0,0.0,0,0,0,0,0,0
Ronald,BRA,"MF,FW",22,Estrela,Primeira Liga,14.7,42,2.87,23,0,8,3,8,0,3,0.2,3,0,0,0,0,0
Kikas,POR,"FW,MF",24,Estrela,Primeira Liga,17.3,38,2.19,25,7,1,5,0,0,2,0.12,1,0,0,1,0,0
Mansur,BRA,DF,30,Estrela,Primeira Liga,15.6,19,1.22,19,0,0,0,0,0,1,0.06,1,0,0,0,0,0
André Inácio,BRA,"FW,MF",21,Estrela,Primeira Liga,13.3,28,2.1,16,1,4,0,7,0,2,0.15,1,0,0,0,1,0
Ronaldo Tavares,POR,FW,26,Estrela,Primeira Liga,12.8,26,2.03,19,0,4,2,1,0,0,0.0,0,0,0,0,0,0
Joneston Omurwa,KEN,DF,24,Estrela,Primeira Liga,12.7,10,0.79,8,1,0,1,0,0,1,0.08,0,0,0,1,0,0
Rúben Lima,POR,"DF,MF",33,Estrela,Primeira Liga,10.3,17,1.65,12,5,0,0,0,0,2,0.19,2,0,0,0,0,0
Pedro Mendes,POR,DF,32,Estrela,Primeira Liga,9.0,3,0.33,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jean Felipe,BRA,"MF,DF",29,Estrela,Primeira Liga,12.8,34,2.65,17,17,0,0,0,0,4,0.31,3,1,0,0,0,0
Régis N’Do,BFA,"FW,MF",22,Estrela,Primeira Liga,11.0,39,3.54,28,0,3,6,2,0,3,0.27,2,0,0,0,1,0
Leonel Bucca,ARG,"MF,FW",24,Estrela,Primeira Liga,9.1,19,2.09,12,0,4,2,0,1,1,0.11,0,0,0,1,0,0
Vitó Ferreira,POR,MF,25,Estrela,Primeira Liga,6.4,8,1.25,3,5,0,0,0,0,0,0.0,0,0,0,0,0,0
Eulânio Ângelo Chipela Gomes,GNB,MF,29,Estrela,Primeira Liga,6.5,13,2.01,12,0,0,0,0,1,1,0.15,1,0,0,0,0,0
Nilton Varela,POR,"DF,MF",22,Estrela,Primeira Liga,6.2,10,1.62,6,3,0,0,1,0,0,0.0,0,0,0,0,0,0
Nkanyiso Shinga,RSA,"DF,MF",23,Estrela,Primeira Liga,5.7,5,0.87,4,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Pedro Sá,POR,MF,29,Estrela,Primeira Liga,7.2,18,2.49,13,4,0,0,1,0,1,0.14,1,0,0,0,0,0
Almeida,BRA,DF,23,Estrela,Primeira Liga,5.4,4,0.74,3,0,0,1,0,0,1,0.19,1,0,0,0,0,0
Diogo Fonseca,POR,DF,21,Estrela,Primeira Liga,4.8,1,0.21,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Wagner Santos,BRA,GK,25,Estrela,Primeira Liga,4.7,1,0.21,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Rodrigo Pinho,BRA,FW,32,Estrela,Primeira Liga,3.5,9,2.57,7,0,0,1,1,0,1,0.29,1,0,0,0,0,0
António Filipe de Carvalho,POR,GK,38,Estrela,Primeira Liga,3.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Gustavo Henrique,BRA,"DF,MF",24,Estrela,Primeira Liga,1.4,8,5.58,7,0,0,1,0,0,2,1.4,2,0,0,0,0,0
Alioune Ndour,SEN,"FW,MF",22,Estrela,Primeira Liga,1.9,8,4.24,4,0,2,1,1,0,3,1.59,1,0,1,0,1,0
Keliano,ANG,MF,20,Estrela,Primeira Liga,1.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Tashan Oakley-Boothe,ENG,"MF,DF",23,Estrela,Primeira Liga,0.6,2,3.16,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Cambila,ANG,GK,21,Estrela,Primeira Liga,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
João Gonçalves,POR,GK,22,Boavista,Primeira Liga,34.0,3,0.09,1,2,0,0,0,0,1,0.03,1,0,0,0,0,0
Salvador Agra,POR,"FW,DF",31,Boavista,Primeira Liga,27.3,84,3.08,48,27,1,5,3,0,7,0.26,4,1,1,0,1,0
Róbert Boženík,SVK,FW,23,Boavista,Primeira Liga,28.6,44,1.54,25,0,3,10,6,0,5,0.17,2,0,0,2,1,0
Rodrigo Abascal,URU,DF,29,Boavista,Primeira Liga,27.5,30,1.09,25,1,0,1,1,2,3,0.11,2,0,0,0,1,0
Sebastián Pérez Cardona,COL,MF,30,Boavista,Primeira Liga,24.3,38,1.56,32,3,1,1,1,0,3,0.12,3,0,0,0,0,0
Gaius Makouta,CGO,MF,26,Boavista,Primeira Liga,25.9,42,1.62,34,2,0,4,2,0,7,0.27,6,0,0,1,0,0
Miguel Reisinho,POR,MF,24,Boavista,Primeira Liga,23.3,52,2.23,40,3,1,1,6,1,6,0.26,4,0,0,0,2,0
Bruno Lourenço,POR,"FW,MF",25,Boavista,Primeira Liga,22.4,46,2.06,31,8,1,3,2,1,4,0.18,3,1,0,0,0,0
Pedro Malheiro,POR,"DF,MF",22,Boavista,Primeira Liga,21.9,42,1.92,29,5,4,2,1,1,8,0.37,5,1,1,0,0,1
Bruno Onyemaechi,NGA,"DF,MF",24,Boavista,Primeira Liga,21.9,41,1.87,30,4,1,2,1,3,3,0.14,1,0,0,2,0,0
Chidozie Awaziem,NGA,DF,26,Boavista,Primeira Liga,21.7,12,0.55,9,1,0,2,0,0,1,0.05,0,0,0,1,0,0
Filipe Ferreira,POR,DF,32,Boavista,Primeira Liga,19.2,24,1.25,17,4,1,2,0,0,3,0.16,3,0,0,0,0,0
Tiago Fonseca Morais,POR,"FW,MF",19,Boavista,Primeira Liga,15.3,40,2.62,29,6,2,1,2,0,5,0.33,1,2,1,1,0,0
Vincent Sasso,FRA,DF,32,Boavista,Primeira Liga,14.2,16,1.13,10,1,0,4,1,0,1,0.07,0,0,0,1,0,0
Ilija Vukotić,MNE,MF,24,Boavista,Primeira Liga,11.1,17,1.53,14,0,3,0,0,0,0,0.0,0,0,0,0,0,0
Luís Santos,POR,"DF,FW",23,Boavista,Primeira Liga,7.6,15,1.97,13,0,1,0,1,0,1,0.13,1,0,0,0,0,0
Martim Tavares,POR,"FW,MF",19,Boavista,Primeira Liga,6.0,10,1.66,7,0,1,2,0,0,3,0.5,2,0,0,1,0,0
Ibrahima Camará,GUI,"MF,DF",24,Boavista,Primeira Liga,5.3,7,1.32,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Masaki Watai,JPN,"FW,MF",24,Boavista,Primeira Liga,4.8,6,1.26,5,0,0,0,0,1,1,0.21,1,0,0,0,0,0
Joel silva,POR,MF,20,Boavista,Primeira Liga,4.1,10,2.43,8,1,0,1,0,0,0,0.0,0,0,0,0,0,0
Berna,POR,"FW,DF",19,Boavista,Primeira Liga,3.6,10,2.79,9,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Jeriel Córdova,VEN,FW,21,Boavista,Primeira Liga,1.7,4,2.31,3,0,0,0,1,0,1,0.58,0,0,0,0,1,0
Tiago Machado,POR,"MF,FW",19,Boavista,Primeira Liga,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Carlinhos,BRA,MF,29,Portimonense,Primeira Liga,31.6,127,4.02,72,32,8,11,3,1,12,0.38,7,3,1,0,1,0
Filipe Relvas,POR,DF,23,Portimonense,Primeira Liga,31.1,29,0.93,26,1,0,2,0,0,7,0.23,6,0,0,1,0,0
Hélio Varela,CPV,"FW,MF",21,Portimonense,Primeira Liga,30.5,101,3.32,60,4,16,7,12,2,10,0.33,8,0,0,1,1,0
Pedrão,BRA,DF,26,Portimonense,Primeira Liga,29.3,20,0.68,18,0,0,0,0,2,2,0.07,2,0,0,0,0,0
Alemão,BRA,DF,20,Portimonense,Primeira Liga,26.3,20,0.76,16,0,0,1,2,1,2,0.08,1,0,0,0,1,0
Dener,BRA,MF,31,Portimonense,Primeira Liga,19.6,38,1.94,31,3,0,3,0,1,5,0.26,3,1,0,1,0,0
Nonoca,BRA,MF,25,Portimonense,Primeira Liga,21.3,22,1.03,16,1,0,2,1,2,1,0.05,1,0,0,0,0,0
Kosuke Nakamura,JPN,GK,28,Portimonense,Primeira Liga,20.0,4,0.2,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Sylvester Jasper,BUL,"FW,MF",21,Portimonense,Primeira Liga,18.6,39,2.1,23,3,3,3,5,2,4,0.22,2,0,0,1,0,1
Gonçalo Costa,POR,"DF,MF",23,Portimonense,Primeira Liga,19.0,41,2.14,27,7,0,2,2,3,9,0.47,7,1,0,0,1,0
Guga,POR,"DF,MF",19,Portimonense,Primeira Liga,17.0,21,1.23,15,1,1,2,2,0,1,0.06,1,0,0,0,0,0
Igor Marques,BRA,"DF,MF",24,Portimonense,Primeira Liga,16.5,34,2.06,31,2,0,0,0,1,3,0.18,3,0,0,0,0,0
Vinicius Silvestre,BRA,GK,29,Portimonense,Primeira Liga,14.0,4,0.29,2,2,0,0,0,0,0,0.0,0,0,0,0,0,0
Ronie Carrillo,ECU,"FW,MF",26,Portimonense,Primeira Liga,14.6,33,2.26,30,0,1,0,2,0,1,0.07,0,0,0,0,1,0
Moustapha Seck,SEN,"DF,MF",27,Portimonense,Primeira Liga,9.8,13,1.33,11,1,1,0,0,0,0,0.0,0,0,0,0,0,0
Hildeberto Pereira,POR,FW,27,Portimonense,Primeira Liga,9.4,19,2.03,15,1,1,1,1,0,3,0.32,3,0,0,0,0,0
Taichi Fukui,JPN,MF,19,Portimonense,Primeira Liga,6.6,15,2.27,11,0,0,3,1,0,3,0.45,3,0,0,0,0,0
Maurício,BRA,MF,34,Portimonense,Primeira Liga,5.0,9,1.8,9,0,0,0,0,0,1,0.2,1,0,0,0,0,0
Rildo,BRA,"FW,MF",23,Portimonense,Primeira Liga,5.7,5,0.88,1,0,1,3,0,0,1,0.18,0,0,0,1,0,0
Luan Campos,BRA,"FW,MF",21,Portimonense,Primeira Liga,5.2,7,1.35,6,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Paulo Estrela Moreira,POR,"MF,FW",24,Portimonense,Primeira Liga,5.9,15,2.52,10,4,0,0,0,1,1,0.17,1,0,0,0,0,0
Tamble,POR,FW,22,Portimonense,Primeira Liga,4.0,4,0.99,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Midana Cassama,GNB,"FW,MF",20,Portimonense,Primeira Liga,3.2,7,2.18,4,0,0,1,2,0,0,0.0,0,0,0,0,0,0
Rodrigo Martins,POR,FW,24,Portimonense,Primeira Liga,2.6,8,3.04,7,0,1,0,0,0,1,0.38,1,0,0,0,0,0
Rafael Alcobia,POR,DF,20,Portimonense,Primeira Liga,2.3,4,1.77,4,0,0,0,0,0,1,0.44,1,0,0,0,0,0
Paulinho,POR,"FW,MF",23,Portimonense,Primeira Liga,1.9,1,0.53,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Steve Mvoué,CMR,MF,21,Portimonense,Primeira Liga,0.8,2,2.69,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Zinho,BRA,"FW,MF",20,Portimonense,Primeira Liga,1.6,6,3.7,4,0,0,0,2,0,0,0.0,0,0,0,0,0,0
Jose Souza,POR,MF,22,Portimonense,Primeira Liga,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Dennis Adeniran,ENG,MF,24,Portimonense,Primeira Liga,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Davis Nascimento,BRA,MF,20,Portimonense,Primeira Liga,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Samu,POR,MF,27,Vizela,Primeira Liga,30.7,131,4.27,76,39,3,6,4,3,6,0.2,4,2,0,0,0,0
Samuel Essende,RDC,FW,25,Vizela,Primeira Liga,29.6,59,1.99,32,0,5,9,12,1,8,0.27,1,0,1,4,2,0
Tomás Costa Silva,POR,DF,23,Vizela,Primeira Liga,29.1,77,2.65,65,6,0,2,4,0,7,0.24,7,0,0,0,0,0
Fabijan Buntić,CRO,GK,26,Vizela,Primeira Liga,27.7,2,0.07,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Anderson Jesus,BRA,DF,28,Vizela,Primeira Liga,27.7,11,0.4,9,0,0,2,0,0,0,0.0,0,0,0,0,0,0
Diogo Nascimento,POR,MF,20,Vizela,Primeira Liga,24.0,61,2.54,52,2,3,1,2,1,6,0.25,6,0,0,0,0,0
Matheus Pereira,BRA,"DF,FW",22,Vizela,Primeira Liga,23.3,55,2.36,42,4,5,1,3,0,3,0.13,2,0,1,0,0,0
Matías Lacava,VEN,"FW,MF",20,Vizela,Primeira Liga,14.8,41,2.77,28,1,2,6,3,1,7,0.47,5,0,0,2,0,0
Jota Gonçalves,POR,DF,23,Vizela,Primeira Liga,16.1,9,0.56,8,0,0,1,0,0,1,0.06,1,0,0,0,0,0
Orest Lebedenko,UKR,DF,24,Vizela,Primeira Liga,16.1,28,1.74,21,3,1,2,0,1,2,0.12,2,0,0,0,0,0
Bruno Wilson,POR,DF,26,Vizela,Primeira Liga,15.6,14,0.9,13,0,0,1,0,0,1,0.06,1,0,0,0,0,0
João Escoval,POR,DF,26,Vizela,Primeira Liga,15.2,10,0.66,10,0,0,0,0,0,1,0.07,1,0,0,0,0,0
Nuno Gonçalo Moreira,POR,"FW,MF",24,Vizela,Primeira Liga,10.7,49,4.59,29,10,2,4,4,0,2,0.19,1,0,0,1,0,0
Pedro Ortiz,ESP,MF,22,Vizela,Primeira Liga,10.2,17,1.67,16,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Domingos Quina,POR,"FW,MF",23,Vizela,Primeira Liga,8.1,15,1.86,12,0,0,1,2,0,3,0.37,3,0,0,0,0,0
Alberto Soro,ESP,"FW,MF",24,Vizela,Primeira Liga,10.0,25,2.49,23,0,1,1,0,0,1,0.1,1,0,0,0,0,0
Jason Lokilo,BEL,"FW,MF",24,Vizela,Primeira Liga,7.8,18,2.31,12,3,2,1,0,0,2,0.26,1,0,0,1,0,0
Aleksandar Busnić,SRB,"MF,FW",25,Vizela,Primeira Liga,8.5,16,1.87,13,1,0,1,0,1,1,0.12,1,0,0,0,0,0
Rafael Bustamante,COL,MF,23,Vizela,Primeira Liga,7.9,12,1.51,11,0,0,1,0,0,1,0.13,1,0,0,0,0,0
Bruno Xavier Almeida Costa,POR,MF,26,Vizela,Primeira Liga,6.8,11,1.68,4,4,2,0,0,1,0,0.0,0,0,0,0,0,0
Francesco Ruberto,SUI,GK,30,Vizela,Primeira Liga,6.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Sava Petrov,SRB,"FW,MF",25,Vizela,Primeira Liga,5.7,7,1.23,4,0,0,0,3,0,0,0.0,0,0,0,0,0,0
Hugo Oliveira,POR,"DF,MF",21,Vizela,Primeira Liga,5.5,15,2.73,10,4,1,0,0,0,3,0.55,3,0,0,0,0,0
