player,nationality,position,age,club,league,minutes_90s,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense
Adrián Marín,ESP,DF,26,Braga,Primeira Liga,3.6,4,1.11,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Rony Lopes,POR,"FW,MF",27,Braga,Primeira Liga,4.1,21,5.07,13,3,1,4,0,0,0,0.0,0,0,0,0,0,0
Cher Ndour,ITA,MF,19,Braga,Primeira Liga,2.3,3,1.28,2,0,0,1,0,0,1,0.43,0,0,0,1,0,0
André Castro,POR,MF,35,Braga,Primeira Liga,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Nuno Matos,POR,DF,18,Braga,Primeira Liga,0.1,1,6.92,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jota Silva,POR,"FW,MF",23,Vitória,Primeira Liga,30.9,84,2.72,51,3,11,7,11,1,11,0.36,8,1,2,0,0,0
Tomás Händel,POR,MF,22,Vitória,Primeira Liga,28.0,66,2.36,48,11,1,0,2,4,4,0.14,4,0,0,0,0,0
Jorge Filipe Oliveira Fernandes,POR,DF,26,Vitória,Primeira Liga,27.1,30,1.11,23,1,0,6,0,0,1,0.04,0,0,0,1,0,0
Tomás Ribeiro,POR,DF,24,Vitória,Primeira Liga,27.0,18,0.67,15,0,0,2,1,0,2,0.07,1,0,0,0,1,0
Tiago Silva,POR,MF,30,Vitória,Primeira Liga,25.9,124,4.79,69,44,1,4,4,2,11,0.42,6,4,0,0,0,1
Bruno Gaspar,ANG,"MF,DF",30,Vitória,Primeira Liga,25.4,70,2.76,58,7,2,2,1,0,8,0.32,8,0,0,0,0,0
Bruno Varela,CPV,GK,28,Vitória,Primeira Liga,26.5,4,0.15,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Toni Borevkovic,CRO,DF,26,Vitória,Primeira Liga,22.7,10,0.44,6,0,0,4,0,0,2,0.09,0,0,0,2,0,0
Ricardo Mangas,POR,"MF,DF",25,Vitória,Primeira Liga,21.2,40,1.89,28,1,0,4,6,1,8,0.38,3,0,0,1,3,1
André Silva,BRA,FW,26,Vitória,Primeira Liga,19.7,45,2.29,34,0,4,3,3,1,5,0.25,3,0,0,2,0,0
Manuel Manu,POR,"DF,MF",22,Vitória,Primeira Liga,19.7,19,0.96,17,0,0,1,0,1,1,0.05,1,0,0,0,0,0
João Mendes,POR,"FW,MF",28,Vitória,Primeira Liga,16.0,71,4.44,48,7,8,5,3,0,6,0.37,3,0,1,2,0,0
Afonso freitas,POR,"DF,MF",23,Vitória,Primeira Liga,8.1,11,1.37,9,0,1,0,1,0,0,0.0,0,0,0,0,0,0
Nuno Santos,POR,"FW,MF",24,Vitória,Primeira Liga,10.7,51,4.79,38,4,4,4,1,0,7,0.66,5,1,1,0,0,0
Miguel Magalhães,POR,"DF,MF",20,Vitória,Primeira Liga,9.9,19,1.91,12,4,0,0,1,2,0,0.0,0,0,0,0,0,0
Daniel Bandeira,POR,MF,23,Vitória,Primeira Liga,7.8,23,2.93,17,6,0,0,0,0,4,0.51,3,1,0,0,0,0
Charles,BRA,GK,29,Vitória,Primeira Liga,7.5,2,0.27,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0
André André,POR,MF,33,Vitória,Primeira Liga,7.3,18,2.48,14,0,2,0,2,0,4,0.55,3,0,1,0,0,0
Nélson Oliveira,POR,FW,31,Vitória,Primeira Liga,6.7,22,3.27,12,0,1,5,4,0,4,0.6,1,0,0,1,2,0
Mikel Villanueva,VEN,DF,30,Vitória,Primeira Liga,5.1,6,1.18,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Kaio,BRA,FW,19,Vitória,Primeira Liga,4.7,12,2.55,8,0,2,0,2,0,1,0.21,1,0,0,0,0,0
Adrián Butzke,ESP,FW,24,Vitória,Primeira Liga,4.1,5,1.22,4,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Zé Carlos,POR,"MF,DF",21,Vitória,Primeira Liga,4.7,15,3.21,11,1,1,0,1,1,2,0.43,1,0,0,0,1,0
Nelson,ANG,"DF,FW",25,Vitória,Primeira Liga,4.5,15,3.31,13,0,1,0,1,0,2,0.44,2,0,0,0,0,0
Safira,BRA,FW,28,Vitória,Primeira Liga,1.6,6,3.75,3,1,0,0,2,0,2,1.25,1,0,0,0,1,0
Alberto costa,POR,DF,19,Vitória,Primeira Liga,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Gonçalo Nogueira,POR,MF,19,Vitória,Primeira Liga,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Gonçalo Franco,POR,MF,22,Moreirense,Primeira Liga,30.2,60,1.98,49,1,1,4,5,0,8,0.26,6,0,1,0,1,0
Kewin,BRA,GK,27,Moreirense,Primeira Liga,29.8,5,0.17,2,3,0,0,0,0,0,0.0,0,0,0,0,0,0
Maracás,BRA,DF,29,Moreirense,Primeira Liga,28.5,10,0.35,9,0,0,0,1,0,2,0.07,1,0,0,0,1,0
Lawrence Ofori,GHA,MF,25,Moreirense,Primeira Liga,27.3,45,1.65,39,0,3,0,1,2,2,0.07,2,0,0,0,0,0
Alan,BRA,MF,23,Moreirense,Primeira Liga,27.3,111,4.07,72,19,4,7,5,4,7,0.26,7,0,0,0,0,0
João Pedro Gomes Camacho,POR,"FW,MF",29,Moreirense,Primeira Liga,23.1,72,3.12,44,0,13,6,6,3,6,0.26,5,0,1,0,0,0
Marcelo dos Santos Ferreira,BRA,DF,34,Moreirense,Primeira Liga,26.0,15,0.58,11,0,0,3,1,0,4,0.15,4,0,0,0,0,0
Fabiano,BRA,DF,23,Moreirense,Primeira Liga,23.7,40,1.69,36,3,0,1,0,0,2,0.08,2,0,0,0,0,0
Godfried Frimpong,NED,DF,24,Moreirense,Primeira Liga,22.4,36,1.61,21,15,0,0,0,0,4,0.18,2,2,0,0,0,0
Kobamelo Kodisang,RSA,FW,23,Moreirense,Primeira Liga,18.0,43,2.39,36,1,3,1,1,1,4,0.22,4,0,0,0,0,0
André Luis,BRA,FW,29,Moreirense,Primeira Liga,14.8,35,2.37,29,0,0,3,3,0,2,0.14,1,0,0,1,0,0
Madson,BRA,"FW,MF",23,Moreirense,Primeira Liga,14.9,41,2.76,29,1,3,2,6,0,3,0.2,1,0,1,1,0,0
Pedro Amador,POR,DF,24,Moreirense,Primeira Liga,12.6,21,1.67,16,5,0,0,0,0,4,0.32,3,1,0,0,0,0
Carlos Ponck,CPV,DF,28,Moreirense,Primeira Liga,11.5,6,0.52,4,0,0,1,1,0,0,0.0,0,0,0,0,0,0
Dinis Pinto,POR,DF,22,Moreirense,Primeira Liga,10.4,8,0.77,7,0,1,0,0,0,2,0.19,2,0,0,0,0,0
Luismi,EQG,FW,22,Moreirense,Primeira Liga,10.4,22,2.1,15,0,4,3,0,0,0,0.0,0,0,0,0,0,0
André Castro,POR,MF,35,Moreirense,Primeira Liga,6.0,17,2.83,11,1,0,3,0,2,1,0.17,1,0,0,0,0,0
Vinicius Mingotti,BRA,FW,23,Moreirense,Primeira Liga,5.4,5,0.92,3,0,0,1,1,0,1,0.18,0,0,0,1,0,0
Rúben Ramos,POR,MF,24,Moreirense,Primeira Liga,6.2,4,0.64,4,0,0,0,0,0,2,0.32,2,0,0,0,0,0
Matheus Aiás,BRA,"FW,MF",26,Moreirense,Primeira Liga,5.3,20,3.77,12,0,2,1,4,1,3,0.57,1,0,1,0,1,0
Caio Secco,BRA,GK,32,Moreirense,Primeira Liga,4.0,4,1.0,3,1,0,0,0,0,1,0.25,1,0,0,0,0,0
Jeremy Antonisse,CUW,FW,21,Moreirense,Primeira Liga,6.1,29,4.75,21,1,5,0,2,0,3,0.49,3,0,0,0,0,0
Pedro Aparício,POR,"MF,FW",27,Moreirense,Primeira Liga,3.7,12,3.28,9,1,2,0,0,0,0,0.0,0,0,0,0,0,0
Gilberto Batista,POR,DF,19,Moreirense,Primeira Liga,2.5,2,0.79,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Wallisson Luiz,BRA,"MF,FW",25,Moreirense,Primeira Liga,2.2,5,2.25,2,0,1,0,1,1,1,0.45,0,0,0,0,0,1
Hernani Infande,POR,"FW,MF",22,Moreirense,Primeira Liga,0.9,2,2.14,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0
Rodrigo Macedo,POR,"FW,MF",20,Moreirense,Primeira Liga,0.7,4,5.54,2,0,0,2,0,0,0,0.0,0,0,0,0,0,0
Mika,POR,GK,32,Moreirense,Primeira Liga,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Miguel Rebelo,POR,MF,19,Moreirense,Primeira Liga,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Cristo González,ESP,"FW,MF",25,Arouca,Primeira Liga,30.9,119,3.86,83,2,12,15,4,3,20,0.65,15,0,3,1,1,0
Morlaye Sylla,GUI,"MF,FW",25,Arouca,Primeira Liga,28.7,104,3.62,82,2,11,6,1,2,11,0.38,9,0,1,1,0,0
Jason,ESP,"FW,MF",29,Arouca,Primeira Liga,28.5,101,3.54,68,14,7,6,6,0,11,0.39,7,0,1,3,0,0
Ignacio De Arruabarrena,URU,GK,26,Arouca,Primeira Liga,31.0,3,0.1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
David Simão,POR,MF,33,Arouca,Primeira Liga,28.4,91,3.2,64,20,0,0,3,4,11,0.39,7,4,0,0,0,0
Francisco Montero,ESP,DF,24,Arouca,Primeira Liga,28.7,19,0.66,18,1,0,0,0,0,2,0.07,2,0,0,0,0,0
Rafa Mújica,ESP,FW,24,Arouca,Primeira Liga,28.1,71,2.53,42,0,11,9,9,0,8,0.28,2,0,3,2,1,0
Tiago Esgaio,POR,DF,27,Arouca,Primeira Liga,25.3,41,1.62,36,4,0,1,0,0,7,0.28,6,1,0,0,0,0
Weverson,BRA,DF,23,Arouca,Primeira Liga,22.2,33,1.48,30,1,1,1,0,0,2,0.09,2,0,0,0,0,0
Pedro Santos,POR,MF,22,Arouca,Primeira Liga,16.1,54,3.36,42,2,4,1,4,1,3,0.19,3,0,0,0,0,0
Nino Galović,CRO,DF,31,Arouca,Primeira Liga,16.0,4,0.25,4,0,0,0,0,0,1,0.06,1,0,0,0,0,0
Eboue Kouassi,CIV,MF,25,Arouca,Primeira Liga,15.0,27,1.8,24,1,0,1,0,1,2,0.13,1,0,0,1,0,0
Bogdan Milovanov,UKR,DF,25,Arouca,Primeira Liga,13.4,23,1.72,15,7,1,0,0,0,0,0.0,0,0,0,0,0,0
Robson Bambu,BRA,DF,25,Arouca,Primeira Liga,9.8,1,0.1,1,0,0,0,0,0,1,0.1,1,0,0,0,0,0
Alfonso Trezza,URU,"FW,MF",24,Arouca,Primeira Liga,9.3,25,2.68,16,1,0,2,4,2,1,0.11,0,0,0,0,1,0
Rafael Fernandes,POR,DF,21,Arouca,Primeira Liga,8.3,8,0.97,6,0,0,2,0,0,0,0.0,0,0,0,0,0,0
Matí­as Rocha,URU,DF,22,Arouca,Primeira Liga,6.2,1,0.16,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Oriol Busquets,ESP,MF,24,Arouca,Primeira Liga,4.8,8,1.65,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Quaresma,BRA,DF,26,Arouca,Primeira Liga,3.3,8,2.41,5,0,0,3,0,0,1,0.3,0,0,0,1,0,0
Mosquito,BRA,GK,27,Arouca,Primeira Liga,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Uladzislaŭ Marozaŭ,BLR,"FW,MF",22,Arouca,Primeira Liga,1.6,2,1.25,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Yusuf Lawal,NGA,"FW,MF",25,Arouca,Primeira Liga,2.6,14,5.41,12,0,0,0,2,0,1,0.39,1,0,0,0,0,0
Jerome Opoku,GHA,DF,24,Arouca,Primeira Liga,1.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Vitinho,BRA,"FW,MF",23,Arouca,Primeira Liga,1.1,5,4.59,4,0,1,0,0,0,0,0.0,0,0,0,0,0,0
João Valido,POR,GK,23,Arouca,Primeira Liga,1.0,2,2.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Miguel Puche García,ESP,"FW,MF",22,Arouca,Primeira Liga,3.4,12,3.52,10,0,1,1,0,0,0,0.0,0,0,0,0,0,0
André Bukia,COD,"MF,FW",28,Arouca,Primeira Liga,1.7,9,5.09,7,0,0,1,1,0,1,0.57,1,0,0,0,0,0
Moses Yaw,GHA,"DF,MF",24,Arouca,Primeira Liga,0.8,3,3.8,0,1,0,0,2,0,0,0.0,0,0,0,0,0,0
Benji Michel,USA,"FW,MF",25,Arouca,Primeira Liga,0.5,2,4.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Yanis Hamache,ALG,DF,24,Arouca,Primeira Liga,0.5,2,4.29,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Pedro Manuel da Silva Moreira,POR,MF,34,Arouca,Primeira Liga,0.5,1,2.09,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Luiz Lúcio Reis Júnior,BRA,GK,22,Famalicão,Primeira Liga,33.0,4,0.12,4,0,0,0,0,0,1,0.03,1,0,0,0,0,0
Moura,POR,DF,23,Famalicão,Primeira Liga,33.0,118,3.58,84,30,0,3,1,0,6,0.18,5,1,0,0,0,0
Zaydou Youssouf,FRA,MF,24,Famalicão,Primeira Liga,30.7,88,2.87,64,11,2,2,5,4,7,0.23,5,1,0,0,1,0
Jhonder Cádiz,VEN,FW,28,Famalicão,Primeira Liga,25.6,45,1.75,26,2,1,12,4,0,6,0.23,5,0,0,1,0,0
Mirko Topić,SRB,MF,22,Famalicão,Primeira Liga,26.1,65,2.49,54,2,3,1,2,3,5,0.19,4,0,0,0,0,1
Gustavo sá,POR,MF,18,Famalicão,Primeira Liga,20.4,71,3.46,45,2,5,8,6,5,6,0.29,5,0,1,0,0,0
Chiquinho,POR,"FW,MF",23,Famalicão,Primeira Liga,19.3,81,4.17,32,17,10,3,16,3,6,0.31,2,2,0,0,2,0
Nathan,BRA,DF,21,Famalicão,Primeira Liga,20.5,33,1.62,25,0,5,1,2,0,3,0.15,2,0,0,0,1,0
Riccieli,BRA,DF,24,Famalicão,Primeira Liga,19.7,9,0.46,7,1,0,1,0,0,2,0.1,1,1,0,0,0,0
Justin de Haas,NED,DF,23,Famalicão,Primeira Liga,17.8,19,1.07,9,0,0,8,2,0,3,0.17,1,0,0,2,0,0
Enea Mihaj,ALB,DF,25,Famalicão,Primeira Liga,17.3,11,0.64,10,0,0,1,0,0,2,0.12,2,0,0,0,0,0
José Luis Rodríguez,PAN,FW,25,Famalicão,Primeira Liga,16.6,52,3.13,30,6,7,2,4,3,7,0.42,5,1,1,0,0,0
Otavio Ataide,BRA,DF,21,Famalicão,Primeira Liga,15.4,11,0.72,9,0,0,0,0,2,0,0.0,0,0,0,0,0,0
Martin Agirregabiria,ESP,DF,27,Famalicão,Primeira Liga,13.4,25,1.87,21,3,1,0,0,0,2,0.15,2,0,0,0,0,0
Marcos Vinicios Sorriso,BRA,"FW,MF",22,Famalicão,Primeira Liga,9.5,19,2.01,13,5,0,0,1,0,3,0.32,3,0,0,0,0,0
Oscar Aranda,ESP,"FW,MF",21,Famalicão,Primeira Liga,8.0,33,4.12,14,5,8,0,6,0,2,0.25,0,0,2,0,0,0
Théo Fonseca,FRA,FW,23,Famalicão,Primeira Liga,7.2,11,1.53,9,0,0,1,1,0,1,0.14,1,0,0,0,0,0
Henrique Araújo,POR,FW,21,Famalicão,Primeira Liga,7.6,14,1.85,9,0,1,3,1,0,1,0.13,0,0,0,1,0,0
Gustavo Assuncao,POR,MF,23,Famalicão,Primeira Liga,7.0,10,1.44,5,3,0,1,0,1,1,0.14,1,0,0,0,0,0
Otso Liimatta,FIN,"MF,FW",19,Famalicão,Primeira Liga,5.2,9,1.74,4,0,1,2,1,1,0,0.0,0,0,0,0,0,0
Tom Lacoux,FRA,MF,21,Famalicão,Primeira Liga,4.0,10,2.47,7,0,2,1,0,0,0,0.0,0,0,0,0,0,0
Mihai Dobre,ROU,FW,24,Famalicão,Primeira Liga,3.9,11,2.84,7,0,1,2,1,0,0,0.0,0,0,0,0,0,0
Florian Danho Seke,FRA,FW,23,Famalicão,Primeira Liga,2.7,5,1.89,3,0,0,1,1,0,0,0.0,0,0,0,0,0,0
Pablo,BRA,"FW,MF",19,Famalicão,Primeira Liga,2.2,7,3.2,4,0,1,2,0,0,0,0.0,0,0,0,0,0,0
Afonso Rodrigues,POR,"FW,MF",20,Famalicão,Primeira Liga,2.6,5,1.92,1,0,1,3,0,0,0,0.0,0,0,0,0,0,0
Ivan Zlobin,RUS,GK,26,Famalicão,Primeira Liga,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Filipe Soares,POR,MF,24,Famalicão,Primeira Liga,1.9,4,2.08,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Leonardo Lelo,POR,"DF,MF",23,Casa Pia,Primeira Liga,32.7,71,2.17,46,18,2,3,2,0,7,0.21,6,1,0,0,0,0
Ricardo Batista,POR,GK,36,Casa Pia,Primeira Liga,30.9,2,0.06,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0
Nermin Zolotić,BIH,DF,30,Casa Pia,Primeira Liga,29.7,30,1.01,24,2,0,2,0,2,3,0.1,2,1,0,0,0,0
Larra,ESP,"DF,MF",25,Casa Pia,Primeira Liga,27.9,53,1.9,37,10,2,3,0,1,3,0.11,2,0,0,0,0,1
Neto,BRA,MF,31,Casa Pia,Primeira Liga,25.0,44,1.76,40,3,1,0,0,0,1,0.04,1,0,0,0,0,0
Fernando Varela,CPV,DF,35,Casa Pia,Primeira Liga,23.0,14,0.61,11,0,0,2,0,1,2,0.09,1,0,0,1,0,0
Yuki Soma,JPN,"FW,MF",26,Casa Pia,Primeira Liga,21.0,44,2.1,29,6,2,0,7,0,5,0.24,4,0,1,0,0,0
Clayton,BRA,FW,24,Casa Pia,Primeira Liga,18.8,41,2.19,26,0,3,5,5,2,4,0.21,3,0,0,0,1,0
Pablo Roberto,BRA,"MF,FW",23,Casa Pia,Primeira Liga,18.5,53,2.87,36,0,12,4,0,1,12,0.65,7,0,4,0,0,1
Felippe Cardoso,BRA,FW,24,Casa Pia,Primeira Liga,17.4,29,1.67,17,0,3,3,5,1,2,0.11,0,0,1,0,1,0
João Nunes,POR,DF,27,Casa Pia,Primeira Liga,14.7,13,0.89,11,0,0,1,1,0,1,0.07,1,0,0,0,0,0
Beni,ANG,MF,21,Casa Pia,Primeira Liga,16.3,25,1.53,21,0,2,0,1,1,5,0.31,4,0,1,0,0,0
Duplexe Tchamba,CMR,DF,25,Casa Pia,Primeira Liga,13.9,13,0.94,8,0,1,2,1,1,3,0.22,2,0,0,1,0,0
Nuno Gonçalo Moreira,POR,"FW,MF",24,Casa Pia,Primeira Liga,11.3,40,3.53,33,2,0,1,3,1,4,0.35,3,0,0,0,0,1
Vasco Fernandes,POR,DF,36,Casa Pia,Primeira Liga,10.0,8,0.8,7,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Tiago Dias,POR,"MF,FW",25,Casa Pia,Primeira Liga,8.8,31,3.51,22,5,2,1,0,1,3,0.34,2,1,0,0,0,0
Telasco Segovia,VEN,MF,20,Casa Pia,Primeira Liga,8.3,14,1.69,11,0,1,1,1,0,2,0.24,2,0,0,0,0,0
André Geraldes,POR,"MF,DF",32,Casa Pia,Primeira Liga,6.7,8,1.2,5,2,0,1,0,0,1,0.15,1,0,0,0,0,0
Samuel Justo,POR,MF,19,Casa Pia,Primeira Liga,6.7,18,2.7,14,3,0,0,0,1,1,0.15,1,0,0,0,0,0
Rúben Lameiras,POR,"FW,MF",28,Casa Pia,Primeira Liga,6.1,18,2.93,10,3,2,1,2,0,2,0.33,1,0,1,0,0,0
Rafael Brito,POR,MF,21,Casa Pia,Primeira Liga,3.8,8,2.11,8,0,0,0,0,0,3,0.79,3,0,0,0,0,0
Fernando,BRA,"FW,MF",30,Casa Pia,Primeira Liga,6.0,10,1.67,5,0,2,1,2,0,1,0.17,0,0,1,0,0,0
Saviour Godwin,NGA,"FW,MF",26,Casa Pia,Primeira Liga,3.8,10,2.62,6,0,1,2,1,0,3,0.79,1,0,0,1,1,0
Jajá,BRA,"FW,MF",22,Casa Pia,Primeira Liga,4.8,12,2.52,4,0,3,3,2,0,1,0.21,0,0,0,0,1,0
Lucas Paes,BRA,GK,25,Casa Pia,Primeira Liga,3.0,1,0.33,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
André Lacximicant,POR,"FW,MF",22,Casa Pia,Primeira Liga,2.4,2,0.83,2,0,0,0,0,0,1,0.41,1,0,0,0,0,0
Artur Serobyan,ARM,MF,20,Casa Pia,Primeira Liga,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Kevin Krygård,NOR,"MF,DF",23,Casa Pia,Primeira Liga,0.7,1,1.53,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Rafael Martins,BRA,MF,34,Casa Pia,Primeira Liga,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Fahem Benaissa Yahia,FRA,MF,21,Casa Pia,Primeira Liga,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Diogo Pinto,POR,MF,24,Casa Pia,Primeira Liga,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Francisco Kiki,POR,MF,25,Casa Pia,Primeira Liga,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Gonçalo Silva,POR,DF,32,Farense,Primeira Liga,32.0,12,0.38,7,1,0,4,0,0,1,0.03,1,0,0,0,0,0
Ricardo Velho,POR,GK,24,Farense,Primeira Liga,32.0,9,0.28,8,1,0,0,0,0,1,0.03,1,0,0,0,0,0
Claudio Falcão,BRA,MF,29,Farense,Primeira Liga,28.9,41,1.42,32,1,2,4,2,0,5,0.17,2,0,0,3,0,0
Marco Matias,POR,"FW,MF",34,Farense,Primeira Liga,25.5,72,2.82,33,19,8,3,8,1,7,0.27,1,4,0,1,1,0
David Pastor,BRA,DF,23,Farense,Primeira Liga,27.5,41,1.49,34,4,0,0,0,3,3,0.11,3,0,0,0,0,0
Mattheus Oliveira,BRA,MF,29,Farense,Primeira Liga,24.8,75,3.03,47,10,4,3,8,3,5,0.2,2,1,0,0,2,0
Bruno Duarte,BRA,FW,27,Farense,Primeira Liga,25.1,59,2.35,40,1,8,6,4,0,11,0.44,4,0,4,2,1,0
Bachir Belloumi,ALG,"FW,MF",21,Farense,Primeira Liga,23.0,76,3.31,60,0,4,4,7,1,11,0.48,8,0,1,2,0,0
Talocha,POR,DF,33,Farense,Primeira Liga,22.9,48,2.1,33,9,3,2,0,1,3,0.13,3,0,0,0,0,0
Zach Muscat,MLT,DF,29,Farense,Primeira Liga,18.7,6,0.32,5,0,0,1,0,0,1,0.05,1,0,0,0,0,0
Fabrício Isidoro,BRA,MF,31,Farense,Primeira Liga,18.5,38,2.06,29,0,2,1,6,0,7,0.38,5,0,0,0,2,0
Facundo Cáseres,ARG,MF,22,Farense,Primeira Liga,12.4,10,0.81,8,0,0,0,0,2,1,0.08,1,0,0,0,0,0
Igor Rossi Branco,BRA,DF,34,Farense,Primeira Liga,11.3,6,0.53,3,0,0,1,1,1,0,0.0,0,0,0,0,0,0
Talys Oliveira,BRA,DF,24,Farense,Primeira Liga,10.9,25,2.28,18,6,0,0,1,0,1,0.09,1,0,0,0,0,0
Elves Baldé,POR,"FW,MF",23,Farense,Primeira Liga,10.8,29,2.68,16,4,3,4,2,0,6,0.55,2,2,0,2,0,0
Rafael Barbosa,POR,"MF,FW",27,Farense,Primeira Liga,9.5,25,2.63,11,8,2,1,2,1,2,0.21,1,0,0,0,1,0
Rui Costa,POR,"FW,MF",27,Farense,Primeira Liga,7.8,20,2.55,14,0,3,1,2,0,7,0.89,5,0,2,0,0,0
Vítor Gonçalves,POR,MF,31,Farense,Primeira Liga,7.7,20,2.6,15,0,0,1,3,1,0,0.0,0,0,0,0,0,0
Fran Delgado,ESP,DF,22,Farense,Primeira Liga,5.5,6,1.1,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Zé Luís,CPV,"FW,MF",32,Farense,Primeira Liga,6.6,18,2.74,11,0,0,5,2,0,2,0.3,1,0,0,1,0,0
Artur Jorge Marques Amorim,POR,DF,28,Farense,Primeira Liga,5.5,1,0.18,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Miguel Carvalho,POR,GK,27,Farense,Primeira Liga,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Cristian Ponde,POR,"MF,FW",28,Farense,Primeira Liga,2.5,8,3.14,7,1,0,0,0,0,1,0.39,1,0,0,0,0,0
André Seruca,POR,MF,22,Farense,Primeira Liga,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jhon Velásquez,COL,"FW,MF",28,Farense,Primeira Liga,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Costinha,POR,"MF,DF",23,Rio Ave,Primeira Liga,33.9,74,2.18,56,2,4,4,5,3,13,0.38,10,0,0,1,2,0
Aderlan Santos,BRA,DF,34,Rio Ave,Primeira Liga,31.6,24,0.76,19,0,0,4,0,1,2,0.06,1,0,0,1,0,0
Fábio Conceição,POR,"MF,FW",22,Rio Ave,Primeira Liga,28.2,60,2.13,47,1,2,4,6,0,5,0.18,3,0,0,1,1,0
Amine Oudrhiri,MAR,MF,30,Rio Ave,Primeira Liga,24.7,30,1.22,23,2,0,0,2,3,1,0.04,1,0,0,0,0,0
Jhonatan,BRA,GK,32,Rio Ave,Primeira Liga,26.0,3,0.12,1,2,0,0,0,0,0,0.0,0,0,0,0,0,0
Josué Sá,POR,DF,31,Rio Ave,Primeira Liga,21.8,23,1.05,22,0,0,0,0,1,1,0.05,1,0,0,0,0,0
Joca,POR,"FW,MF",27,Rio Ave,Primeira Liga,19.0,47,2.48,34,1,4,2,5,1,3,0.16,3,0,0,0,0,0
Emmanuel Boateng,GHA,FW,27,Rio Ave,Primeira Liga,20.7,41,1.98,23,0,3,6,9,0,6,0.29,2,0,1,2,1,0
Miguel Nóbrega,POR,DF,23,Rio Ave,Primeira Liga,18.0,13,0.72,13,0,0,0,0,0,1,0.06,1,0,0,0,0,0
Gonçalo Rodrigues,POR,MF,26,Rio Ave,Primeira Liga,13.7,37,2.71,19,14,2,1,1,0,4,0.29,3,0,0,1,0,0
Renato Pantalon,CRO,DF,25,Rio Ave,Primeira Liga,14.9,5,0.34,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
João Graça,POR,MF,28,Rio Ave,Primeira Liga,13.3,36,2.71,24,5,2,0,3,2,1,0.08,1,0,0,0,0,0
Abdul-Aziz Yakubu,GHA,FW,24,Rio Ave,Primeira Liga,12.4,21,1.69,17,0,1,2,1,0,5,0.4,3,0,1,0,1,0
Patrick,BRA,DF,26,Rio Ave,Primeira Liga,12.4,11,0.88,8,0,0,3,0,0,3,0.24,2,0,0,1,0,0
Umaro Embaló,POR,"MF,FW",22,Rio Ave,Primeira Liga,8.8,15,1.7,11,2,2,0,0,0,2,0.23,1,0,1,0,0,0
João Teixeira,POR,"MF,FW",29,Rio Ave,Primeira Liga,8.0,20,2.5,10,5,1,0,2,2,3,0.37,1,1,0,0,1,0
