player,nationality,position,age,club,league,minutes_90s,goals,shots,SOTs,SOTs_pct,shots_per90,SOT_per90,goals_per_shot,goals_per_SOT,avg_shot_dist,shots_fk,pens_scored,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net
Ike Ugbo,CAN,FW,24,Cardiff City,EFL,10.4,4,14,8,57.1,1.34,0.77,0.29,0.5,8.6,0,0,0,4.1,4.1,0.29,-0.1,-0.1
Ike Ugbo,CAN,"FW,MF",24,Sheffield Weds,EFL,14.4,7,36,13,36.1,2.51,0.91,0.19,0.54,12.7,0,0,0,5.7,5.7,0.16,1.3,1.3
Iker Alday,ESP,"FW,DF",21,Eibar,Segunda Division,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Iker Benito,ESP,"FW,DF",21,FC Andorra,Segunda Division,25.6,2,33,9,27.3,1.29,0.35,0.06,0.22,16.3,0,0,0,3.0,3.0,0.09,-1.0,-1.0
Iker Bilbao,ESP,"MF,FW",28,Alcorcón,Segunda Division,1.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Iker Kortajarena,ESP,MF,23,Huesca,Segunda Division,15.2,2,21,7,33.3,1.38,0.46,0.1,0.29,15.5,0,0,0,2.5,2.5,0.12,-0.5,-0.5
Iker Losada,ESP,"MF,FW",22,Racing Ferrol,Segunda Division,37.4,9,82,24,29.3,2.19,0.64,0.11,0.38,20.2,4,0,0,6.8,6.8,0.08,2.2,2.2
Iker Moreno,MEX,DF,19,Atlético,Liga MX,5.2,1,2,1,50.0,0.39,0.19,0.5,1.0,23.9,0,0,0,0.1,0.1,0.04,0.9,0.9
Iker Seguín,ESP,"DF,MF",34,Amorebieta,Segunda Division,6.5,0,2,0,0.0,0.31,0.0,0.0,0.0,24.7,0,0,0,0.0,0.0,0.02,0.0,0.0
Iker Undabarrena,ESP,MF,29,Leganés,Segunda Division,24.7,1,9,2,22.2,0.36,0.08,0.11,0.5,18.3,0,0,0,0.6,0.6,0.06,0.4,0.4
Iker Unzueta,ESP,FW,25,Amorebieta,Segunda Division,11.1,5,15,4,26.7,1.35,0.36,0.13,0.5,17.6,0,3,3,3.8,1.4,0.09,1.2,0.6
Iker Álvarez,AND,GK,22,Villarreal B,Segunda Division,32.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ilan Kebbal,ALG,"MF,FW",25,Paris FC,Ligue 2,34.4,6,51,15,29.4,1.48,0.44,0.04,0.13,21.9,4,4,4,6.6,3.4,0.07,-0.6,-1.4
Ilia Gruev,BUL,MF,23,Leeds United,EFL,19.7,0,6,1,16.7,0.3,0.05,0.0,0.0,15.9,1,0,0,0.4,0.4,0.06,-0.4,-0.4
Ilias Akhomach,MAR,MF,20,Villarreal B,Segunda Division,1.7,0,6,0,0.0,3.46,0.0,0.0,0.0,22.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Ilias Chair,MAR,"FW,MF",25,QPR,EFL,41.5,7,115,36,31.3,2.77,0.87,0.06,0.19,22.7,8,0,0,6.7,6.7,0.06,0.3,0.3
Ilias Iliadis,GRE,"DF,MF",21,CF Montréal,MLS,2.8,0,2,0,0.0,0.72,0.0,0.0,0.0,24.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Ilias Koutsoupias,GRE,MF,22,Bari,Serie B,10.7,2,17,7,41.2,1.59,0.65,0.12,0.29,15.4,0,0,0,2.0,2.0,0.12,0.0,0.0
Ilie Sánchez,ESP,MF,32,LAFC,MLS,28.8,1,12,4,33.3,0.42,0.14,0.08,0.25,18.8,0,0,0,0.5,0.5,0.04,0.5,0.5
Ilija Nestorovski,MKD,"FW,MF",33,Ascoli,Serie B,11.6,2,32,10,31.3,2.77,0.86,0.06,0.2,14.4,1,0,1,3.9,3.1,0.1,-1.9,-1.1
Ilijah Paul,USA,"FW,MF",20,RSL,MLS,1.2,0,3,1,33.3,2.41,0.8,0.0,0.0,16.1,0,0,0,0.8,0.8,0.26,-0.8,-0.8
Illan Meslier,FRA,GK,23,Leeds United,EFL,43.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Illian Hernandez,MEX,FW,23,Pachuca,Liga MX,4.5,2,17,9,52.9,3.76,1.99,0.12,0.22,16.3,0,0,1,2.7,1.9,0.11,-0.7,0.1
Illian Hernandez,MEX,FW,23,América,Liga MX,3.4,0,6,3,50.0,1.74,0.87,0.0,0.0,17.5,0,0,0,0.7,0.7,0.12,-0.7,-0.7
Ilyas Ansah,GER,"FW,MF",18,Paderborn 07,2. Bundesliga,13.5,1,29,8,27.6,2.15,0.59,0.03,0.13,15.8,0,0,0,2.2,2.2,0.08,-1.2,-1.2
Ilyas Chaira,MAR,"FW,MF",23,CD Mirandés,Segunda Division,31.9,5,61,20,32.8,1.91,0.63,0.08,0.25,22.1,3,0,0,2.8,2.8,0.05,2.2,2.2
Ilyes Hamache,FRA,"FW,MF",20,Valenciennes,Ligue 2,16.1,2,16,5,31.3,1.0,0.31,0.13,0.4,16.2,0,0,0,2.1,2.1,0.13,-0.1,-0.1
Immanuel Pherai,SUR,"MF,FW",22,Hamburger SV,2. Bundesliga,21.4,3,48,17,35.4,2.24,0.79,0.06,0.18,19.8,3,0,0,3.6,3.6,0.07,-0.6,-0.6
Imran Louza,MAR,MF,24,Watford,EFL,10.2,1,20,3,15.0,1.96,0.29,0.05,0.33,25.6,3,0,0,0.9,0.9,0.05,0.1,0.1
Indiana Vassilev,USA,MF,21,St. Louis,MLS,23.5,2,34,10,29.4,1.45,0.43,0.06,0.2,22.8,5,0,0,2.2,2.2,0.06,-0.2,-0.2
Ionuț Nedelcearu,ROU,DF,27,Palermo,Serie B,18.4,2,6,2,33.3,0.33,0.11,0.33,1.0,8.9,0,0,0,0.8,0.8,0.14,1.2,1.2
Irvin Cardona,FRA,"MF,FW",25,Saint-Étienne,Ligue 2,15.2,8,32,14,43.8,2.1,0.92,0.25,0.57,13.2,0,0,0,4.8,4.8,0.15,3.2,3.2
Irvyn Lomami,FRA,"DF,MF",19,Stade Laval,Ligue 2,1.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Isaac Hayden,ENG,MF,28,QPR,EFL,11.0,0,5,1,20.0,0.46,0.09,0.0,0.0,24.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Isaac Matondo,FRA,"MF,FW",24,US Concarneau,Ligue 2,15.8,1,32,7,21.9,2.02,0.44,0.03,0.14,19.4,0,0,0,1.7,1.7,0.05,-0.7,-0.7
Isaiah Jones,ENG,FW,24,Middlesbrough,EFL,28.7,8,50,25,50.0,1.74,0.87,0.16,0.32,15.3,0,0,0,9.2,9.2,0.18,-1.2,-1.2
Isaiah Parente,USA,"MF,FW",22,Crew,MLS,0.5,0,4,1,25.0,8.0,2.0,0.0,0.0,9.8,0,0,0,1.0,1.0,0.26,-1.0,-1.0
Isak Jansson,SWE,"MF,FW",22,Cartagena,Segunda Division,10.8,1,15,4,26.7,1.39,0.37,0.07,0.25,17.2,0,0,0,0.9,0.9,0.06,0.1,0.1
Isak Jensen,DEN,"MF,FW",19,St. Louis,MLS,1.6,0,5,2,40.0,3.12,1.25,0.0,0.0,17.2,0,0,0,0.4,0.4,0.07,-0.4,-0.4
Isaác Brizuela,MEX,FW,32,Guadalajara,Liga MX,11.7,0,16,3,18.8,1.36,0.26,0.0,0.0,16.7,0,0,0,0.9,0.9,0.06,-0.9,-0.9
Isaías Violante,MEX,"FW,MF",19,Toluca,Liga MX,1.5,0,3,3,100.0,1.96,1.96,0.0,0.0,22.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Isidro Suárez,MEX,FW,20,Monterrey,Liga MX,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ismael Bouneb,FRA,MF,17,Valenciennes,Ligue 2,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ismael Govea,MEX,DF,26,Santos,Liga MX,19.1,0,10,3,30.0,0.52,0.16,0.0,0.0,21.3,0,0,0,0.3,0.3,0.03,-0.3,-0.3
Ismael Tajouri-Shradi,LBY,FW,28,Minnesota Utd,MLS,3.9,1,17,8,47.1,4.41,2.07,0.06,0.13,21.4,0,0,0,1.6,1.6,0.09,-0.6,-0.6
Ismail Achik,ITA,"FW,MF",23,Bari,Serie B,9.1,1,28,5,17.9,3.07,0.55,0.04,0.2,20.5,2,0,0,1.7,1.7,0.06,-0.7,-0.7
Ismaël Koné,CAN,MF,21,Watford,EFL,28.4,4,46,15,32.6,1.62,0.53,0.09,0.27,21.4,0,0,0,2.8,2.8,0.06,1.2,1.2
Ismaëlben Boura,COM,DF,22,Troyes,Ligue 2,25.2,0,11,2,18.2,0.44,0.08,0.0,0.0,27.0,0,0,0,0.3,0.3,0.03,-0.3,-0.3
Israel Boatwright,DOM,"MF,DF",17,Inter Miami,MLS,0.8,0,1,1,100.0,1.18,1.18,0.0,0.0,21.1,0,0,0,0.0,0.0,0.04,0.0,0.0
Israel García,ESP,MF,20,Alcorcón,Segunda Division,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Israel Larios,MEX,"FW,MF",20,Atlas,Liga MX,1.6,0,4,0,0.0,2.54,0.0,0.0,0.0,14.7,0,0,0,0.3,0.3,0.07,-0.3,-0.3
Israel Luna,MEX,MF,21,Pachuca,Liga MX,2.8,0,7,2,28.6,2.49,0.71,0.0,0.0,28.2,1,0,0,0.2,0.2,0.03,-0.2,-0.2
Israel Reyes,MEX,DF,23,América,Liga MX,15.3,0,9,4,44.4,0.59,0.26,0.0,0.0,9.0,0,0,0,1.3,1.3,0.15,-1.3,-1.3
Issa Soumaré,SEN,"FW,MF",22,Auxerre,Ligue 2,5.4,0,11,3,27.3,2.03,0.55,0.0,0.0,13.8,0,0,0,0.7,0.7,0.06,-0.7,-0.7
Issiar Dramé,MLI,DF,24,Bastia,Ligue 2,19.5,2,10,2,20.0,0.51,0.1,0.2,1.0,11.5,0,0,0,0.8,0.8,0.08,1.2,1.2
Issouf Macalou,CIV,"FW,MF",24,Valenciennes,Ligue 2,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Issouf Paro,BFA,DF,28,US Concarneau,Ligue 2,11.2,0,4,1,25.0,0.36,0.09,0.0,0.0,9.1,0,0,0,0.4,0.4,0.09,-0.4,-0.4
Issouf Sissokho,MLI,MF,21,Bordeaux,Ligue 2,13.7,0,12,4,33.3,0.87,0.29,0.0,0.0,19.0,0,0,0,1.2,1.2,0.1,-1.2,-1.2
Iulius Marginean,ROU,"MF,FW",22,Ternana,Serie B,2.6,0,1,1,100.0,0.38,0.38,0.0,0.0,10.0,0,0,0,0.0,0.0,0.03,0.0,0.0
Iva Gelashvili,GEO,DF,22,Spezia,Serie B,4.5,1,2,1,50.0,0.44,0.22,0.5,1.0,6.8,0,0,0,0.4,0.4,0.22,0.6,0.6
Ivan Durdov,CRO,FW,23,CD Mirandés,Segunda Division,4.3,1,6,2,33.3,1.39,0.46,0.17,0.5,9.1,0,0,0,1.5,1.5,0.25,-0.5,-0.5
Ivan Filipović,CRO,GK,28,Paris FC,Ligue 2,8.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ivan Marconi,ITA,DF,33,Palermo,Serie B,7.5,0,6,1,16.7,0.8,0.13,0.0,0.0,11.3,0,0,0,0.4,0.4,0.07,-0.4,-0.4
Ivan Monzón,ESP,FW,21,Zaragoza,Segunda Division,27.3,5,57,20,35.1,2.09,0.73,0.09,0.25,12.2,0,0,0,7.1,7.1,0.12,-2.1,-2.1
Ivan Prtajin,CRO,FW,27,Wehen,2. Bundesliga,26.9,13,103,43,41.7,3.82,1.6,0.11,0.26,14.1,0,2,2,14.6,13.4,0.13,-1.6,-2.4
Ivan Šunjić,CRO,MF,26,Birmingham City,EFL,29.2,1,19,5,26.3,0.65,0.17,0.05,0.2,20.7,0,0,0,1.4,1.1,0.06,-0.4,-0.1
Ivane Chegra,FRA,"MF,FW",19,Ajaccio,Ligue 2,1.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ivo Vázquez,MEX,DF,22,Puebla,Liga MX,1.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Iván Angulo,COL,"FW,DF",23,Orlando City,MLS,27.6,5,45,15,33.3,1.63,0.54,0.11,0.33,16.6,0,0,0,4.9,4.9,0.11,0.1,0.1
Iván Ayllón,ESP,"FW,MF",23,Cartagena,Segunda Division,5.7,2,15,8,53.3,2.61,1.39,0.13,0.25,17.5,0,0,0,1.7,1.7,0.12,0.3,0.3
Iván Calero,ESP,DF,29,Cartagena,Segunda Division,36.0,1,43,9,20.9,1.2,0.25,0.02,0.11,22.5,2,0,0,1.6,1.6,0.04,-0.6,-0.6
Iván Cédric,ESP,FW,22,Valladolid,Segunda Division,4.8,2,10,4,40.0,2.1,0.84,0.2,0.5,8.2,0,0,0,2.5,2.5,0.25,-0.5,-0.5
Iván Franco,PAR,"FW,MF",22,Dynamo FC,MLS,11.8,3,27,12,44.4,2.28,1.01,0.11,0.25,11.5,0,0,0,3.4,3.4,0.13,-0.4,-0.4
Iván Gil,ESP,"MF,FW",24,FC Andorra,Segunda Division,33.0,6,85,25,29.4,2.57,0.76,0.06,0.2,24.4,3,1,1,5.2,4.4,0.05,0.8,0.6
Iván Martos,ESP,DF,27,Huesca,Segunda Division,17.2,0,11,2,18.2,0.64,0.12,0.0,0.0,18.6,0,0,0,0.9,0.9,0.09,-0.9,-0.9
Iván Morante,ESP,MF,23,Racing Sant,Segunda Division,20.5,2,16,5,31.3,0.78,0.24,0.13,0.4,23.8,0,0,0,0.8,0.8,0.05,1.2,1.2
Iván Moreno,MEX,"DF,MF",25,León,Liga MX,17.5,1,15,6,40.0,0.85,0.34,0.07,0.17,18.9,0,0,0,0.9,0.9,0.06,0.1,0.1
Iván Muñoz,ESP,DF,19,Valladolid,Segunda Division,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Iván Márquez,ESP,DF,29,Nürnberg,2. Bundesliga,14.4,2,10,2,20.0,0.69,0.14,0.2,1.0,9.3,0,0,0,0.7,0.7,0.07,1.3,1.3
Iván Romero,ESP,"FW,MF",23,Levante,Segunda Division,9.6,1,18,4,22.2,1.87,0.42,0.06,0.25,16.2,0,0,0,1.8,1.8,0.1,-0.8,-0.8
Iván Sánchez,ESP,"MF,FW",31,Valladolid,Segunda Division,26.8,0,40,9,22.5,1.49,0.34,0.0,0.0,20.6,0,0,0,1.6,1.6,0.04,-1.6,-1.6
Iván Tona,MEX,MF,23,Tijuana,Liga MX,5.4,0,16,3,18.8,2.98,0.56,0.0,0.0,25.6,1,0,0,0.4,0.4,0.03,-0.4,-0.4
Iyad Mohamed,COM,MF,22,Pau FC,Ligue 2,6.7,1,4,2,50.0,0.6,0.3,0.25,0.5,21.3,1,0,0,0.5,0.5,0.12,0.5,0.5
Iñigo García,ESP,MF,20,Alcorcón,Segunda Division,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Iñigo Vicente,ESP,"FW,MF",26,Racing Sant,Segunda Division,38.6,3,46,17,37.0,1.19,0.44,0.07,0.18,20.2,3,0,0,3.9,3.9,0.09,-0.9,-0.9
J.T. Marcinkowski,USA,GK,25,SJ Earthquakes,MLS,12.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Jacen Russell-Rowe,CAN,"FW,MF",20,Crew,MLS,6.0,4,19,10,52.6,3.18,1.67,0.21,0.4,13.0,0,0,0,3.0,3.0,0.16,1.0,1.0
Jack Bonham,IRL,GK,29,Stoke City,EFL,14.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Jack Clarke,ENG,"MF,FW",22,Sunderland,EFL,38.8,15,107,41,38.3,2.75,1.06,0.09,0.24,18.6,6,5,5,11.4,7.5,0.07,3.6,2.5
Jack Colback,ENG,MF,33,QPR,EFL,22.1,3,11,5,45.5,0.5,0.23,0.27,0.6,20.6,0,0,0,0.8,0.8,0.07,2.2,2.2
Jack Elliott,ENG,DF,27,Philadelphia,MLS,31.0,0,32,3,9.4,1.03,0.1,0.0,0.0,12.7,3,0,0,2.8,2.8,0.09,-2.8,-2.8
Jack Grieves,ENG,"DF,FW",18,Watford,EFL,0.6,0,1,0,0.0,1.58,0.0,0.0,0.0,9.2,0,0,0,0.0,0.0,0.01,0.0,0.0
Jack Lahne,SWE,"MF,FW",21,Amiens,Ligue 2,3.2,1,5,2,40.0,1.58,0.63,0.2,0.5,16.3,0,0,0,0.5,0.5,0.09,0.5,0.5
Jack Lynn,USA,"MF,FW",23,Orlando City,MLS,0.4,0,1,1,100.0,2.5,2.5,0.0,0.0,11.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Jack Maher,USA,DF,23,Nashville,MLS,32.0,1,11,4,36.4,0.34,0.12,0.09,0.25,9.5,0,0,0,1.0,1.0,0.09,0.0,0.0
Jack McGlynn,USA,MF,19,Philadelphia,MLS,18.0,2,28,5,17.9,1.55,0.28,0.07,0.4,25.8,1,0,0,1.2,1.2,0.04,0.8,0.8
Jack Panayotou,USA,"MF,DF",18,NE Revolution,MLS,3.6,0,3,0,0.0,0.84,0.0,0.0,0.0,20.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Jack Price,ENG,MF,30,Rapids,MLS,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Jack Rudoni,ENG,"MF,FW",23,Huddersfield,EFL,34.0,5,75,24,32.0,2.21,0.71,0.07,0.21,17.7,7,0,0,8.4,8.4,0.11,-3.4,-3.4
Jack Simpson,ENG,DF,26,Cardiff City,EFL,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Jack Skahan,USA,"FW,MF",24,SJ Earthquakes,MLS,4.0,1,4,1,25.0,0.99,0.25,0.25,1.0,13.8,0,0,0,1.0,1.0,0.24,0.0,0.0
Jack Stacey,ENG,DF,27,Norwich City,EFL,42.8,1,19,6,31.6,0.44,0.14,0.05,0.17,15.0,0,0,0,1.4,1.4,0.07,-0.4,-0.4
Jack Stephens,ENG,DF,29,Southampton,EFL,16.6,0,9,2,22.2,0.54,0.12,0.0,0.0,9.0,0,0,0,0.8,0.8,0.09,-0.8,-0.8
Jack Taylor,IRL,MF,25,Ipswich Town,EFL,9.8,2,18,6,33.3,1.83,0.61,0.11,0.33,18.2,0,0,0,1.6,1.6,0.09,0.4,0.4
Jack Whatmough,ENG,"DF,MF",26,Preston,EFL,14.0,0,8,0,0.0,0.57,0.0,0.0,0.0,10.7,0,0,0,0.7,0.7,0.09,-0.7,-0.7
Jackson Conway,USA,FW,21,Atlanta Utd,MLS,0.6,0,1,1,100.0,1.64,1.64,0.0,0.0,22.5,0,0,0,0.0,0.0,0.03,0.0,0.0
Jackson Hopkins,USA,MF,18,D.C. United,MLS,2.2,0,5,2,40.0,2.31,0.92,0.0,0.0,18.4,0,0,0,0.4,0.4,0.08,-0.4,-0.4
Jackson Irvine,AUS,MF,30,St. Pauli,2. Bundesliga,26.2,6,56,21,37.5,2.14,0.8,0.11,0.29,13.2,0,0,0,5.6,5.6,0.1,0.4,0.4
Jackson Ragen,USA,DF,24,Seattle,MLS,31.6,0,13,3,23.1,0.41,0.09,0.0,0.0,9.1,0,0,0,0.8,0.8,0.06,-0.8,-0.8
Jackson Yueill,USA,MF,25,SJ Earthquakes,MLS,30.2,1,28,7,25.0,0.93,0.23,0.04,0.14,22.5,2,0,0,1.6,1.6,0.06,-0.6,-0.6
Jacob Brown,SCO,FW,25,Stoke City,EFL,1.0,1,2,1,50.0,2.0,1.0,0.5,1.0,8.4,0,0,0,0.4,0.4,0.21,0.6,0.6
Jacob Chapman,AUS,GK,22,Huddersfield,EFL,1.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Jacob Greaves,ENG,DF,22,Hull City,EFL,43.0,2,28,10,35.7,0.65,0.23,0.07,0.2,11.7,0,0,0,2.5,2.5,0.09,-0.5,-0.5
Jacob Greene,USA,DF,19,D.C. United,MLS,5.4,1,2,1,50.0,0.37,0.19,0.5,1.0,19.7,0,0,0,0.3,0.3,0.13,0.7,0.7
Jacob Jackson,USA,GK,22,NE Revolution,MLS,2.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Jacob Shaffelburg,CAN,"FW,MF",23,Nashville,MLS,14.6,3,30,9,30.0,2.05,0.62,0.1,0.33,15.4,0,0,0,4.1,4.1,0.14,-1.1,-1.1
Jacobo,ESP,"MF,FW",27,Alcorcón,Segunda Division,29.2,5,87,21,24.1,2.98,0.72,0.06,0.24,23.3,15,0,0,5.0,5.0,0.06,0.0,0.0
Jacopo Da Riva,ITA,MF,22,Reggiana,Serie B,0.8,0,1,1,100.0,1.22,1.22,0.0,0.0,15.4,0,0,0,0.0,0.0,0.05,0.0,0.0
Jacopo Manconi,ITA,"FW,MF",29,Modena,Serie B,18.4,3,58,18,31.0,3.15,0.98,0.05,0.17,17.9,1,0,0,3.5,3.5,0.06,-0.5,-0.5
Jacopo Petriccione,ITA,MF,28,Catanzaro,Serie B,11.8,0,3,0,0.0,0.25,0.0,0.0,0.0,27.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Jacopo Segre,ITA,MF,26,Palermo,Serie B,27.6,7,33,16,48.5,1.19,0.58,0.21,0.44,14.8,0,0,0,3.7,3.7,0.11,3.3,3.3
Jacopo Tarantino,ITA,"FW,MF",18,Ascoli,Serie B,1.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Jacques Ekomie,GAB,DF,19,Bordeaux,Ligue 2,14.9,0,6,2,33.3,0.4,0.13,0.0,0.0,14.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3
Jacques Siwe,FRA,"MF,FW",22,Guingamp,Ligue 2,5.3,2,23,5,21.7,4.34,0.94,0.09,0.4,16.3,0,0,0,1.6,1.6,0.07,0.4,0.4
Jaden Philogene Bidace,ENG,"FW,MF",21,Hull City,EFL,31.2,12,115,39,33.9,3.69,1.25,0.1,0.31,19.2,0,0,1,8.2,7.4,0.06,3.8,4.6
Jaden Warner,ENG,DF,20,Norwich City,EFL,1.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Jahaziel Marchand,MEX,MF,21,Pachuca,Liga MX,2.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Jahce Novello,AUS,FW,19,Cosenza,Serie B,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Jaheim Headley,ENG,"DF,MF",21,Huddersfield,EFL,18.3,1,8,2,25.0,0.44,0.11,0.13,0.5,13.5,0,0,0,1.0,1.0,0.12,0.0,0.0
Jahkeele Marshall-Rutty,CAN,"MF,DF",18,Toronto FC,MLS,12.8,0,23,9,39.1,1.8,0.71,0.0,0.0,20.9,0,0,0,1.3,1.3,0.06,-1.3,-1.3
Jaidon Anthony,ENG,"FW,MF",23,Leeds United,EFL,5.6,1,20,6,30.0,3.6,1.08,0.05,0.17,18.0,1,0,0,1.7,1.7,0.08,-0.7,-0.7
Jaime Alvarez,MEX,MF,20,Tijuana,Liga MX,0.0,0,1,0,0.0,90.0,0.0,0.0,0.0,15.2,0,0,0,0.0,0.0,0.03,0.0,0.0
Jaime Garrido,ESP,MF,21,Alcorcón,Segunda Division,0.4,0,2,0,0.0,5.63,0.0,0.0,0.0,22.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Jaime Gómez Valencia,MEX,"DF,MF",30,Querétaro,Liga MX,17.6,0,9,2,22.2,0.51,0.11,0.0,0.0,19.9,0,0,0,0.6,0.6,0.07,-0.6,-0.6
Jaime Seoane,ESP,"MF,FW",27,Oviedo,Segunda Division,27.4,4,43,10,23.3,1.57,0.36,0.09,0.4,18.7,2,0,0,3.7,3.7,0.09,0.3,0.3
Jaime Suárez Juesas,ESP,MF,27,Oviedo,Segunda Division,15.8,0,14,5,35.7,0.89,0.32,0.0,0.0,23.5,0,0,0,0.3,0.3,0.02,-0.3,-0.3
Jaime Vázquez,ESP,DF,18,Oviedo,Segunda Division,1.0,0,1,0,0.0,1.0,0.0,0.0,0.0,17.3,0,0,0,0.0,0.0,0.02,0.0,0.0
Jaine Barreiro,COL,DF,29,León,Liga MX,20.5,2,16,6,37.5,0.78,0.29,0.13,0.33,11.9,0,0,0,2.2,2.2,0.14,-0.2,-0.2
Jair Amador,EQG,DF,34,Zaragoza,Segunda Division,31.7,1,19,7,36.8,0.6,0.22,0.05,0.14,11.0,0,0,0,1.4,1.4,0.08,-0.4,-0.4
Jair Cortés,MEX,"DF,MF",22,Necaxa,Liga MX,10.1,0,10,0,0.0,0.99,0.0,0.0,0.0,26.3,0,0,0,0.5,0.5,0.05,-0.5,-0.5
Jair Díaz,MEX,DF,24,Mazatlán,Liga MX,19.7,0,5,1,20.0,0.25,0.05,0.0,0.0,13.6,0,0,0,0.9,0.9,0.19,-0.9,-0.9
Jair González,MEX,FW,21,Santos,Liga MX,5.2,0,5,1,20.0,0.96,0.19,0.0,0.0,17.8,0,0,0,0.6,0.6,0.12,-0.6,-0.6
Jairo Izquierdo,ESP,"DF,FW",30,Cartagena,Segunda Division,29.5,2,19,6,31.6,0.64,0.2,0.11,0.33,20.3,0,0,0,1.1,1.1,0.06,0.9,0.9
Jairo Torres,MEX,FW,23,FC Juárez,Liga MX,3.3,0,6,0,0.0,1.8,0.0,0.0,0.0,18.3,0,0,0,0.4,0.4,0.06,-0.4,-0.4
Jairo Torres,MEX,"MF,FW",22,Fire,MLS,8.5,0,18,4,22.2,2.12,0.47,0.0,0.0,17.2,1,0,0,1.9,1.9,0.11,-1.9,-1.9
Jak Alnwick,ENG,GK,30,Cardiff City,EFL,24.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Jake Bidwell,ENG,DF,30,Coventry City,EFL,22.8,1,10,2,20.0,0.44,0.09,0.1,0.5,19.3,0,0,0,0.6,0.6,0.06,0.4,0.4
Jake Clarke-Salter,ENG,DF,25,QPR,EFL,29.6,1,14,3,21.4,0.47,0.1,0.07,0.33,12.1,0,0,0,0.6,0.6,0.04,0.4,0.4
Jake Cooper,ENG,DF,28,Millwall,EFL,44.0,2,47,11,23.4,1.07,0.25,0.04,0.18,11.5,0,0,0,3.4,3.4,0.07,-1.4,-1.4
Jake Davis,USA,DF,21,Sporting KC,MLS,22.6,0,7,1,14.3,0.31,0.04,0.0,0.0,29.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1
