player,nationality,position,age,club,league,minutes_90s,goals,shots,SOTs,SOTs_pct,shots_per90,SOT_per90,goals_per_shot,goals_per_SOT,avg_shot_dist,shots_fk,pens_scored,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net
Jordi Mboula,ESP,"FW,MF",25,Hellas Verona,Serie A,3.4,0,4,1,25.0,1.17,0.29,0.0,0.0,15.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Stefan Mitrović,SRB,"FW,MF",21,Hellas Verona,Serie A,4.3,0,7,1,14.3,1.61,0.23,0.0,0.0,15.1,0,0,0,0.4,0.4,0.06,-0.4,-0.4
Karol Świderski,POL,"FW,MF",27,Hellas Verona,Serie A,5.6,2,15,6,40.0,2.68,1.07,0.13,0.33,13.7,0,0,0,1.7,1.7,0.12,0.3,0.3
Daniel Bandeira,POR,MF,24,Hellas Verona,Serie A,5.0,0,3,0,0.0,0.61,0.0,0.0,0.0,28.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Riccardo Saponara,ITA,"FW,MF",32,Hellas Verona,Serie A,3.8,0,5,1,20.0,1.32,0.26,0.0,0.0,25.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Thomas Henry,FRA,FW,29,Hellas Verona,Serie A,3.7,3,13,7,53.8,3.5,1.89,0.23,0.43,13.9,0,0,1,3.2,2.4,0.19,-0.2,0.6
Rúben Vinagre,POR,"DF,FW",25,Hellas Verona,Serie A,3.1,0,2,0,0.0,0.64,0.0,0.0,0.0,31.5,0,0,0,0.0,0.0,0.02,0.0,0.0
Juan Cruz,ARG,"FW,MF",24,Hellas Verona,Serie A,1.2,0,1,0,0.0,0.83,0.0,0.0,0.0,26.3,0,0,0,0.0,0.0,0.04,0.0,0.0
Reda Belahyane,FRA,MF,19,Hellas Verona,Serie A,1.0,0,1,1,100.0,1.0,1.0,0.0,0.0,26.6,0,0,0,0.0,0.0,0.03,0.0,0.0
Simone Perilli,ITA,GK,29,Hellas Verona,Serie A,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Elayis Tavsan,NED,"MF,FW",23,Hellas Verona,Serie A,0.6,0,3,1,33.3,5.4,1.8,0.0,0.0,23.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Charlys,BRA,MF,20,Hellas Verona,Serie A,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Alphadjo Cissè,ITA,FW,17,Hellas Verona,Serie A,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Yayah Kallon,SLE,FW,22,Hellas Verona,Serie A,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Wladimiro Falcone,ITA,GK,29,Lecce,Serie A,38.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Federico Baschirotto,ITA,DF,27,Lecce,Serie A,36.6,0,17,6,35.3,0.46,0.16,0.0,0.0,10.8,0,0,0,1.7,1.5,0.09,-1.7,-1.5
Marin Pongračić,CRO,DF,26,Lecce,Serie A,35.8,0,13,3,23.1,0.36,0.08,0.0,0.0,13.5,0,0,0,1.2,1.2,0.09,-1.2,-1.2
Valentin Gendrey,FRA,DF,23,Lecce,Serie A,33.8,2,18,5,27.8,0.53,0.15,0.11,0.4,12.6,0,0,0,1.6,1.6,0.09,0.4,0.4
Ylber Ramadani,ALB,MF,28,Lecce,Serie A,33.0,1,31,6,19.4,0.94,0.18,0.03,0.17,27.6,0,0,0,1.0,1.0,0.03,0.0,0.0
Antonino Gallo,ITA,DF,24,Lecce,Serie A,27.7,0,15,3,20.0,0.54,0.11,0.0,0.0,22.0,0,0,0,0.5,0.5,0.04,-0.5,-0.5
Nikola Krstović,MNE,FW,24,Lecce,Serie A,26.4,7,89,20,22.5,3.38,0.76,0.07,0.3,15.9,2,1,3,11.6,9.2,0.1,-4.6,-3.2
Pontus Almqvist,SWE,"FW,MF",24,Lecce,Serie A,23.4,2,40,15,37.5,1.71,0.64,0.05,0.13,19.7,0,0,0,2.3,2.3,0.06,-0.3,-0.3
Remi Oudin,FRA,"MF,FW",27,Lecce,Serie A,20.2,3,34,8,23.5,1.68,0.4,0.09,0.38,23.8,4,0,0,1.8,1.8,0.05,1.2,1.2
Patrick Dorgu,DEN,"DF,MF",19,Lecce,Serie A,17.4,2,18,7,38.9,1.04,0.4,0.11,0.29,17.8,0,0,0,2.0,2.0,0.11,0.0,0.0
Lameck Banda,ZAM,FW,23,Lecce,Serie A,15.0,2,50,23,46.0,3.33,1.53,0.04,0.09,19.8,1,0,0,3.6,3.6,0.07,-1.6,-1.6
Hamza Rafia,TUN,MF,25,Lecce,Serie A,13.4,1,16,3,18.8,1.2,0.22,0.06,0.33,22.6,0,0,0,0.8,0.8,0.05,0.2,0.2
Alexis Blin,FRA,MF,27,Lecce,Serie A,18.2,0,13,2,15.4,0.71,0.11,0.0,0.0,13.9,0,0,0,1.1,1.1,0.08,-1.1,-1.1
Mohamed Kaba,FRA,MF,22,Lecce,Serie A,15.3,0,14,6,42.9,0.91,0.39,0.0,0.0,18.4,0,0,0,1.2,1.2,0.08,-1.2,-1.2
Joan Gonzàlez,ESP,MF,22,Lecce,Serie A,14.3,1,13,5,38.5,0.91,0.35,0.08,0.2,18.3,0,0,0,1.2,1.2,0.09,-0.2,-0.2
Gabriel Strefezza,BRA,FW,27,Lecce,Serie A,12.4,1,27,5,18.5,2.19,0.4,0.0,0.0,22.8,1,1,1,2.5,1.7,0.06,-1.5,-1.7
Roberto Piccoli,ITA,FW,23,Lecce,Serie A,15.3,5,56,20,35.7,3.66,1.31,0.07,0.2,16.5,1,1,1,6.4,5.6,0.1,-1.4,-1.6
Nicola Sansone,ITA,"FW,MF",32,Lecce,Serie A,8.5,2,23,5,21.7,2.7,0.59,0.09,0.4,18.9,2,0,0,2.8,2.8,0.12,-0.8,-0.8
Lorenzo Venuti,ITA,DF,29,Lecce,Serie A,4.0,0,3,1,33.3,0.74,0.25,0.0,0.0,25.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Ahmed Touba,ALG,DF,26,Lecce,Serie A,3.1,0,1,0,0.0,0.32,0.0,0.0,0.0,7.1,0,0,0,0.0,0.0,0.03,0.0,0.0
Medon Berisha,ALB,"FW,MF",20,Lecce,Serie A,2.3,0,2,0,0.0,0.88,0.0,0.0,0.0,17.6,0,0,0,0.2,0.2,0.09,-0.2,-0.2
